,prediction,test
1593,[34151.25390625],[47594.0]
1594,[25986.892578125],[1999.0]
1595,[36388.6640625],[37076.0]
1596,[6880.01513671875],[24295.0]
1597,[766.2875366210938],[5541.0]
1598,[33157.93359375],[10955.0]
1599,[22865.28125],[40718.0]
1600,[35731.171875],[23220.0]
1601,[14392.7802734375],[25285.0]
1602,[29089.244140625],[47152.0]
1603,[2456.103271484375],[37451.0]
1604,[5374.02490234375],[43612.0]
1605,[12222.5205078125],[19278.0]
1606,[47295.27734375],[24896.0]
1607,[29880.880859375],[27854.0]
1608,[3003.584716796875],[33171.0]
1609,[27657.263671875],[20999.0]
1610,[2049.348876953125],[13545.0]
1611,[4177.86962890625],[26322.0]
1612,[15871.1005859375],[17879.0]
1613,[24760.21875],[23800.0]
1614,[21328.0234375],[20999.0]
1615,[25156.34765625],[23715.0]
1616,[23686.634765625],[26413.0]
1617,[26630.21875],[14600.0]
1618,[6110.126953125],[8401.0]
1619,[30720.83203125],[23878.0]
1620,[787.1326293945312],[23715.0]
1621,[31341.474609375],[29932.0]
1622,[25564.650390625],[43048.0]
1623,[12375.6337890625],[62500.0]
1624,[10748.7548828125],[38000.0]
1625,[27007.263671875],[27618.0]
1626,[30042.974609375],[33427.0]
1627,[18032.46875],[11000.0]
1628,[21609.1484375],[33824.0]
1629,[9382.6083984375],[33732.0]
1630,[42818.21875],[43571.0]
1631,[40502.1875],[23885.0]
1632,[35616.16796875],[31744.0]
1633,[14071.5595703125],[29405.0]
1634,[5503.9736328125],[10837.0]
1635,[22070.400390625],[34288.0]
1636,[10788.3349609375],[20999.0]
1637,[11252.9287109375],[35627.0]
1638,[14827.63671875],[46657.0]
1639,[15266.5927734375],[17535.0]
1640,[30271.1171875],[50000.0]
1641,[23281.015625],[9149.0]
1642,[19641.95703125],[22733.0]
1643,[33793.828125],[26747.0]
1644,[37120.7421875],[25101.0]
1645,[24748.884765625],[22377.0]
1646,[20007.544921875],[54900.0]
1647,[23192.798828125],[34769.0]
1648,[22469.083984375],[32806.0]
1649,[25916.228515625],[27327.0]
1650,[1939.482177734375],[20651.0]
1651,[19726.294921875],[13750.0]
1652,[27733.240234375],[22607.0]
1653,[40592.84765625],[31189.0]
1654,[31623.443359375],[42000.0]
1655,[3535.824462890625],[23290.0]
1656,[24813.638671875],[29614.0]
1657,[37709.90625],[23788.0]
1658,[16584.34765625],[22405.0]
1659,[33299.20703125],[43400.0]
1660,[19357.29296875],[4999.0]
1661,[16042.2998046875],[40471.0]
1662,[37967.76953125],[6555.0]
1663,[37027.09375],[22900.0]
1664,[1312.774658203125],[20442.0]
1665,[3707.739501953125],[11999.0]
1666,[16810.533203125],[31915.0]
1667,[2910.821044921875],[28106.0]
1668,[13660.6767578125],[6200.0]
1669,[22014.962890625],[15197.0]
1670,[2516.657958984375],[31045.0]
1671,[9758.3583984375],[30352.0]
1672,[27856.0703125],[21032.0]
1673,[23669.580078125],[34500.0]
1674,[18578.677734375],[21164.0]
1675,[382.06829833984375],[8458.0]
1676,[26294.697265625],[21247.0]
1677,[27917.3984375],[43160.0]
1678,[9300.7666015625],[23330.0]
1679,[22412.455078125],[27729.0]
1680,[1850.16943359375],[11999.0]
1681,[25865.380859375],[36092.0]
1682,[18960.91796875],[17332.0]
1683,[34963.10546875],[37130.0]
1684,[38883.2265625],[34021.0]
1685,[8738.2080078125],[11353.0]
1686,[40932.1875],[35864.0]
1687,[28501.181640625],[19579.0]
1688,[24708.384765625],[24213.0]
1689,[46418.515625],[25998.0]
1690,[37436.28125],[48150.0]
1691,[25580.73828125],[36876.0]
1692,[39623.1875],[21048.0]
1693,[4305.74462890625],[43373.0]
1694,[14872.3896484375],[23366.0]
1695,[36300.3359375],[40150.0]
1696,[7706.66748046875],[22928.0]
1697,[34834.609375],[43650.0]
1698,[27962.986328125],[44900.0]
1699,[25137.416015625],[43175.0]
1700,[32978.96875],[45050.0]
1701,[23564.83984375],[23715.0]
1702,[6556.06201171875],[24264.0]
1703,[40965.83984375],[47323.0]
1704,[28234.548828125],[32846.0]
1705,[15357.6513671875],[11083.0]
1706,[27459.556640625],[2499.0]
1707,[11789.4853515625],[30600.0]
1708,[34269.14453125],[33250.0]
1709,[19396.759765625],[22310.0]
1710,[39308.0],[25542.0]
1711,[29770.013671875],[52988.0]
1712,[12808.2197265625],[71900.0]
1713,[34637.875],[14479.0]
1714,[5240.53564453125],[1400.0]
1715,[45575.21875],[18827.0]
1716,[21885.3515625],[23935.0]
1717,[31461.404296875],[39779.0]
1718,[39390.3671875],[30515.0]
1719,[19260.435546875],[34614.0]
1720,[36204.3203125],[40253.0]
1721,[22613.564453125],[36405.0]
1722,[18203.228515625],[27995.0]
1723,[4521.90283203125],[25431.0]
1724,[43977.015625],[31920.0]
1725,[32040.810546875],[64796.0]
1726,[35356.515625],[37750.0]
1727,[3803.130126953125],[34540.0]
1728,[5547.65869140625],[26345.0]
1729,[19488.541015625],[18999.0]
1730,[16104.98828125],[19346.0]
1731,[8255.2490234375],[4740.0]
1732,[26894.677734375],[39444.0]
1733,[41489.4609375],[28100.0]
1734,[22707.783203125],[21734.0]
1735,[15758.2822265625],[35916.0]
1736,[17201.189453125],[36068.0]
1737,[40148.21875],[19463.0]
1738,[11597.9541015625],[23000.0]
1739,[26189.33203125],[48500.0]
1740,[14570.51171875],[42212.0]
1741,[33649.5546875],[39964.0]
1742,[43421.7109375],[19040.0]
1743,[15435.2412109375],[27030.0]
1744,[8654.0341796875],[26265.0]
1745,[18308.896484375],[38697.0]
1746,[22688.916015625],[1954.0]
1747,[29710.38671875],[41295.0]
1748,[16397.775390625],[27777.0]
1749,[13638.1396484375],[20326.0]
1750,[36247.05078125],[17213.0]
1751,[30166.923828125],[35062.0]
1752,[8767.34765625],[32113.0]
1753,[25307.935546875],[31853.0]
1754,[17909.306640625],[36772.0]
1755,[17157.287109375],[39251.0]
1756,[20796.443359375],[24931.0]
1757,[10667.0009765625],[42318.0]
1758,[16671.896484375],[27738.0]
1759,[7926.6552734375],[28035.0]
1760,[18100.333984375],[27234.0]
1761,[29442.97265625],[31979.0]
1762,[20136.681640625],[25332.0]
1763,[22064.677734375],[24352.0]
1764,[411.5771789550781],[26914.0]
1765,[9043.4052734375],[17951.0]
1766,[23225.759765625],[30567.0]
1767,[6540.55419921875],[9000.0]
1768,[17473.162109375],[18000.0]
1769,[32517.099609375],[27574.0]
1770,[4760.15087890625],[23788.0]
1771,[13309.1455078125],[29021.0]
1772,[8841.41796875],[10999.0]
1773,[15846.294921875],[12318.0]
1774,[35410.953125],[22602.0]
1775,[9071.2177734375],[27580.0]
1776,[26243.0234375],[20043.0]
1777,[12771.4091796875],[49500.0]
1778,[35113.1953125],[26654.0]
1779,[45343.7734375],[31439.0]
1780,[17320.021484375],[10999.0]
1781,[8767.8388671875],[31354.0]
1782,[34089.953125],[20999.0]
1783,[21645.814453125],[36500.0]
1784,[35276.875],[6555.0]
1785,[33142.03125],[21684.0]
1786,[22051.541015625],[27327.0]
1787,[4936.12109375],[22253.0]
1788,[30672.646484375],[23290.0]
1789,[3719.02490234375],[24163.0]
1790,[37700.86328125],[32072.0]
1791,[37107.0546875],[41897.0]
1792,[12702.1953125],[23304.0]
1793,[28118.494140625],[13999.0]
1794,[29715.90234375],[22750.0]
1795,[14428.810546875],[43912.0]
1796,[33778.55078125],[27409.0]
1797,[9891.5654296875],[9704.0]
1798,[46387.65625],[30800.0]
1799,[14892.32421875],[25374.0]
1800,[35238.1484375],[31291.0]
1801,[6163.421875],[25627.0]
1802,[2194.756591796875],[38722.0]
1803,[36954.28125],[27327.0]
1804,[40766.27734375],[29774.0]
1805,[25441.662109375],[21027.0]
1806,[18765.966796875],[35455.0]
1807,[1851.94091796875],[21431.0]
1808,[35419.171875],[11375.0]
1809,[18824.37109375],[4000.0]
1810,[19236.69921875],[39180.0]
1811,[29547.3046875],[40792.0]
1812,[32711.455078125],[27653.0]
1813,[26678.419921875],[29152.0]
1814,[11643.255859375],[27375.0]
1815,[27886.853515625],[13333.0]
1816,[12752.5791015625],[10999.0]
1817,[37452.3984375],[34854.0]
1818,[5397.40087890625],[23869.0]
1819,[22856.888671875],[10000.0]
1820,[26358.158203125],[38662.0]
1821,[6970.0546875],[30900.0]
1822,[20665.189453125],[26265.0]
1823,[25791.974609375],[43150.0]
1824,[11107.5146484375],[26811.0]
1825,[15781.4443359375],[21474.0]
1826,[29118.26953125],[33286.0]
1827,[20835.41796875],[3702.0]
1828,[9109.80078125],[37456.0]
1829,[2129.4072265625],[21899.0]
1830,[21656.396484375],[21250.0]
1831,[17140.08203125],[21905.0]
1832,[33312.16796875],[53750.0]
1833,[14837.95703125],[19176.0]
1834,[39630.76953125],[47977.0]
1835,[15171.1826171875],[45627.0]
1836,[3313.403076171875],[33900.0]
1837,[8936.408203125],[24312.0]
1838,[9574.4697265625],[39900.0]
1839,[16200.5859375],[54900.0]
1840,[8787.2568359375],[35308.0]
1841,[9534.3623046875],[25356.0]
1842,[36139.71875],[35399.0]
1843,[22650.716796875],[41672.0]
1844,[39218.5390625],[23188.0]
1845,[29974.064453125],[34308.0]
1846,[3794.989013671875],[22748.0]
1847,[35110.375],[31428.0]
1848,[30200.240234375],[28395.0]
1849,[26778.396484375],[47650.0]
1850,[4644.5322265625],[25154.0]
1851,[4920.01220703125],[24748.0]
1852,[15599.5068359375],[30059.0]
1853,[4852.51513671875],[30926.0]
1854,[13265.5458984375],[16416.0]
1855,[37081.421875],[15681.0]
1856,[30219.814453125],[31173.0]
1857,[25679.154296875],[21287.0]
1858,[31837.01171875],[39191.0]
1859,[41683.24609375],[1497.0]
1860,[20948.248046875],[29405.0]
1861,[19839.669921875],[63500.0]
1862,[32346.837890625],[22622.0]
1863,[23750.462890625],[24560.0]
1864,[25043.904296875],[27540.0]
1865,[15592.5234375],[25561.0]
1866,[43084.5625],[32590.0]
1867,[13963.67578125],[22606.0]
1868,[42402.11328125],[5997.0]
1869,[6115.53955078125],[13699.0]
1870,[1533.9625244140625],[14310.0]
1871,[18320.625],[21184.0]
1872,[25937.15625],[22506.0]
1873,[32174.37890625],[42548.0]
1874,[2937.02978515625],[40450.0]
1875,[13023.9306640625],[20166.0]
1876,[35326.5390625],[33633.0]
1877,[28838.91015625],[23300.0]
1878,[20643.158203125],[50263.0]
1879,[25762.701171875],[28770.0]
1880,[26635.125],[11879.0]
1881,[18489.353515625],[39635.0]
1882,[35109.27734375],[20421.0]
1883,[18208.388671875],[20650.0]
1884,[35832.390625],[45402.0]
1885,[21646.447265625],[12482.0]
1886,[35700.3203125],[11557.0]
1887,[26747.595703125],[31111.0]
1888,[3781.819580078125],[20500.0]
1889,[13011.6708984375],[19674.0]
1890,[33650.9375],[30538.0]
1891,[33233.6171875],[36919.0]
1892,[20608.146484375],[37795.0]
1893,[4507.77392578125],[15893.0]
1894,[4657.8837890625],[30214.0]
1895,[30547.162109375],[22922.0]
1896,[9138.041015625],[29763.0]
1897,[1537.6925048828125],[4000.0]
1898,[38113.40625],[29240.0]
1899,[38135.640625],[24834.0]
1900,[43143.7890625],[44487.0]
1901,[34942.44921875],[29328.0]
1902,[8079.87109375],[26836.0]
1903,[196.88613891601562],[1400.0]
1904,[15008.81640625],[66685.0]
1905,[9393.7216796875],[18689.0]
1906,[22389.173828125],[44000.0]
1907,[38387.625],[21990.0]
1908,[26786.125],[38888.0]
1909,[20305.060546875],[26550.0]
1910,[2793.0673828125],[17911.0]
1911,[16535.958984375],[11999.0]
1912,[29865.37890625],[20594.0]
1913,[4041.952880859375],[9985.0]
1914,[38609.16015625],[19252.0]
1915,[8928.1943359375],[33071.0]
1916,[5725.67138671875],[28105.0]
1917,[33065.953125],[35667.0]
1918,[30659.46484375],[22865.0]
1919,[31121.421875],[36808.0]
1920,[2412.787841796875],[25530.0]
1921,[23788.982421875],[28227.0]
1922,[5318.82958984375],[25044.0]
1923,[26781.505859375],[22867.0]
1924,[33389.02734375],[2997.0]
1925,[11446.349609375],[11950.0]
1926,[26345.298828125],[32538.0]
1927,[36090.96875],[37741.0]
1928,[6800.63671875],[20133.0]
1929,[31089.033203125],[16694.0]
1930,[23527.525390625],[2882.0]
1931,[28665.21875],[20345.0]
1932,[18391.134765625],[13643.0]
1933,[29615.482421875],[38056.0]
1934,[37114.71484375],[27643.0]
1935,[11536.095703125],[39639.0]
1936,[10640.3505859375],[44650.0]
1937,[12920.998046875],[35323.0]
1938,[31914.921875],[33427.0]
1939,[11264.2666015625],[22330.0]
1940,[1980.4752197265625],[21182.0]
1941,[17426.294921875],[6500.0]
1942,[31987.564453125],[23932.0]
1943,[16486.099609375],[22931.0]
1944,[36689.66015625],[31125.0]
1945,[16446.814453125],[28691.0]
1946,[31729.994140625],[7597.0]
1947,[25674.091796875],[35500.0]
1948,[32135.408203125],[44000.0]
1949,[17261.8046875],[37093.0]
1950,[10403.861328125],[34100.0]
1951,[28245.119140625],[21444.0]
1952,[29434.939453125],[49500.0]
1953,[33825.96875],[10511.0]
1954,[9165.8291015625],[23995.0]
1955,[7719.0166015625],[41881.0]
1956,[3646.559326171875],[35374.0]
1957,[21466.255859375],[3719.0]
1958,[20835.439453125],[36617.0]
1959,[9300.2548828125],[30081.0]
1960,[6707.49951171875],[11999.0]
1961,[15813.4345703125],[22401.0]
1962,[23107.177734375],[17222.0]
1963,[8725.3798828125],[30629.0]
1964,[36181.0],[19817.0]
1965,[3343.37939453125],[10426.0]
1966,[27062.24609375],[29903.0]
1967,[40654.96875],[34444.0]
1968,[22975.931640625],[22820.0]
1969,[32067.30859375],[22258.0]
1970,[16570.474609375],[37848.0]
1971,[41266.59375],[17018.0]
1972,[37120.9296875],[36729.0]
1973,[13157.603515625],[28390.0]
1974,[37420.859375],[49787.0]
1975,[19013.625],[19256.0]
1976,[15877.5849609375],[35688.0]
1977,[34137.37890625],[20628.0]
1978,[7940.93359375],[19776.0]
1979,[6381.6083984375],[18999.0]
1980,[30959.115234375],[45000.0]
1981,[41093.65234375],[4117.0]
1982,[28226.42578125],[29744.0]
1983,[2291.566650390625],[31503.0]
1984,[8821.0634765625],[40701.0]
1985,[20750.275390625],[39403.0]
1986,[27474.146484375],[35519.0]
1987,[10833.8525390625],[16637.0]
1988,[46290.1171875],[34589.0]
1989,[36120.8203125],[41922.0]
1990,[5213.9404296875],[40888.0]
1991,[24435.763671875],[27675.0]
1992,[15054.763671875],[38056.0]
1993,[23509.09765625],[27694.0]
1994,[3889.326904296875],[36795.0]
1995,[32980.51171875],[30121.0]
1996,[37780.609375],[47533.0]
1997,[8749.31640625],[32372.0]
1998,[10692.7080078125],[5400.0]
1999,[22751.09765625],[1199.0]
2000,[12945.8427734375],[29835.0]
2001,[22730.416015625],[20182.0]
2002,[35088.5546875],[29575.0]
2003,[38729.3828125],[27502.0]
2004,[18243.083984375],[39150.0]
2005,[2416.29638671875],[6000.0]
2006,[12291.5732421875],[18810.0]
2007,[40476.90625],[28238.0]
2008,[22974.537109375],[10999.0]
2009,[12625.3779296875],[32236.0]
2010,[24526.865234375],[40699.0]
2011,[31197.833984375],[33518.0]
2012,[24275.541015625],[38200.0]
2013,[7604.953125],[18042.0]
2014,[30989.962890625],[35448.0]
2015,[28467.673828125],[36794.0]
2016,[9216.8525390625],[27512.0]
2017,[3087.811767578125],[27811.0]
2018,[13189.9384765625],[30793.0]
2019,[40548.21875],[48850.0]
2020,[7935.52099609375],[29090.0]
2021,[36571.8515625],[34926.0]
2022,[13703.5390625],[28899.0]
2023,[28925.939453125],[32836.0]
2024,[25002.630859375],[35500.0]
2025,[11915.037109375],[26649.0]
2026,[24344.091796875],[19231.0]
2027,[5187.77978515625],[41900.0]
2028,[36376.23046875],[23202.0]
2029,[1382.2093505859375],[17125.0]
2030,[10418.3095703125],[26902.0]
2031,[16574.302734375],[6500.0]
2032,[7489.443359375],[44400.0]
2033,[27627.119140625],[23472.0]
2034,[22325.623046875],[25000.0]
2035,[9973.5224609375],[25596.0]
2036,[5611.76708984375],[29920.0]
2037,[30450.083984375],[34762.0]
2038,[20913.365234375],[22508.0]
2039,[6945.173828125],[2500.0]
2040,[3908.675048828125],[23495.0]
2041,[31358.31640625],[45407.0]
2042,[10287.1318359375],[27506.0]
2043,[9740.31640625],[19464.0]
2044,[36037.03515625],[32613.0]
2045,[15364.23828125],[25041.0]
2046,[39391.546875],[25607.0]
2047,[14796.873046875],[21017.0]
2048,[941.8524780273438],[3450.0]
2049,[31697.68359375],[44162.0]
2050,[34366.82421875],[5200.0]
2051,[44572.57421875],[41400.0]
2052,[36087.95703125],[39534.0]
2053,[27904.177734375],[28310.0]
2054,[6101.52880859375],[33783.0]
2055,[12535.091796875],[15450.0]
2056,[45084.4375],[34827.0]
2057,[2671.555419921875],[19995.0]
2058,[35631.22265625],[57500.0]
2059,[1262.9635009765625],[17125.0]
2060,[16603.330078125],[24040.0]
2061,[9926.2548828125],[38279.0]
2062,[25188.9140625],[16354.0]
2063,[3475.273681640625],[23202.0]
2064,[11203.1728515625],[29672.0]
2065,[43865.3359375],[10200.0]
2066,[3635.114013671875],[26400.0]
2067,[8356.0380859375],[26900.0]
2068,[35652.1640625],[38701.0]
2069,[9998.794921875],[33649.0]
2070,[2756.025634765625],[39955.0]
2071,[16567.46484375],[23420.0]
2072,[1290.831298828125],[5964.0]
2073,[12381.400390625],[12161.0]
2074,[39070.8125],[1999.0]
2075,[20856.83984375],[32300.0]
2076,[29387.4765625],[29207.0]
2077,[10688.451171875],[41166.0]
2078,[12259.1513671875],[42891.0]
2079,[39001.6484375],[23999.0]
2080,[11940.1396484375],[28369.0]
2081,[11188.8154296875],[39400.0]
2082,[2768.04296875],[12382.0]
2083,[31771.353515625],[26899.0]
2084,[35096.60546875],[33758.0]
2085,[28174.1953125],[17235.0]
2086,[13897.4462890625],[20114.0]
2087,[1889.6297607421875],[24779.0]
2088,[38123.89453125],[31034.0]
2089,[24579.982421875],[26633.0]
2090,[8314.1826171875],[31753.0]
2091,[2942.342529296875],[27103.0]
2092,[49875.2421875],[42285.0]
2093,[23078.263671875],[24785.0]
2094,[10414.4765625],[33148.0]
2095,[14232.42578125],[5000.0]
2096,[7151.36279296875],[3500.0]
2097,[37847.1171875],[11999.0]
2098,[12714.83203125],[27327.0]
2099,[24801.552734375],[34630.0]
2100,[16321.6298828125],[31487.0]
2101,[15251.3671875],[39437.0]
2102,[29305.984375],[33428.0]
2103,[28468.482421875],[14999.0]
2104,[31082.517578125],[18774.0]
2105,[17809.82421875],[15000.0]
2106,[43609.46875],[37400.0]
2107,[15530.2958984375],[22000.0]
2108,[1989.43310546875],[18999.0]
2109,[31522.185546875],[27391.0]
2110,[4587.6201171875],[28535.0]
2111,[2669.071533203125],[38892.0]
2112,[38173.40234375],[18275.0]
2113,[9044.2705078125],[37987.0]
2114,[21562.986328125],[20926.0]
2115,[3249.197021484375],[38000.0]
2116,[31957.767578125],[3709.0]
2117,[5424.4892578125],[1400.0]
2118,[6647.29296875],[19995.0]
2119,[1199.3355712890625],[31033.0]
2120,[16970.951171875],[39969.0]
2121,[43928.421875],[16877.0]
2122,[35997.87890625],[40665.0]
2123,[19764.38671875],[22268.0]
2124,[19349.634765625],[23333.0]
2125,[32945.9140625],[45863.0]
2126,[7730.26318359375],[34364.0]
2127,[33330.68359375],[40576.0]
2128,[31100.294921875],[16895.0]
2129,[7219.865234375],[31500.0]
2130,[4594.720703125],[20395.0]
2131,[723.2415161132812],[21629.0]
2132,[3156.313232421875],[21803.0]
2133,[18807.083984375],[29900.0]
2134,[41153.0703125],[18275.0]
2135,[29631.728515625],[20755.0]
2136,[14316.48828125],[19995.0]
2137,[11062.8388671875],[40632.0]
2138,[2404.291259765625],[15120.0]
2139,[5655.29150390625],[38000.0]
2140,[940.4686279296875],[22511.0]
2141,[1206.0338134765625],[29230.0]
2142,[18986.53125],[28484.0]
2143,[34531.7421875],[32852.0]
2144,[25890.287109375],[27383.0]
2145,[32266.755859375],[38095.0]
2146,[3751.13623046875],[26522.0]
2147,[3903.088623046875],[36564.0]
2148,[15679.1650390625],[23936.0]
2149,[21161.767578125],[34500.0]
2150,[32736.91796875],[27799.0]
2151,[8141.21484375],[28388.0]
2152,[15646.70703125],[17079.0]
2153,[19217.298828125],[38000.0]
2154,[18254.794921875],[22484.0]
2155,[23890.521484375],[44000.0]
2156,[22118.416015625],[17319.0]
2157,[37952.6328125],[33188.0]
2158,[32692.291015625],[25655.0]
2159,[20846.25390625],[30240.0]
2160,[19047.10546875],[40663.0]
2161,[22199.314453125],[40930.0]
2162,[9362.52734375],[36531.0]
2163,[24035.419921875],[26343.0]
2164,[39970.953125],[41351.0]
2165,[20186.380859375],[14029.0]
2166,[6216.29248046875],[25680.0]
2167,[1441.685546875],[34456.0]
2168,[16964.10546875],[32006.0]
2169,[11199.3330078125],[20225.0]
2170,[40001.3984375],[5557.0]
2171,[29854.455078125],[38028.0]
2172,[20714.78125],[16552.0]
2173,[21096.744140625],[39320.0]
2174,[24597.884765625],[54501.0]
2175,[1811.205322265625],[32300.0]
2176,[30085.25390625],[10162.0]
2177,[3562.6083984375],[3586.0]
2178,[32667.68359375],[31727.0]
2179,[35213.99609375],[12162.0]
2180,[17149.17578125],[20210.0]
2181,[11510.1748046875],[10000.0]
2182,[7941.76904296875],[11146.0]
2183,[2037.839111328125],[10523.0]
2184,[24533.521484375],[50000.0]
2185,[36131.5859375],[42882.0]
2186,[20754.982421875],[14148.0]
2187,[1078.9775390625],[17577.0]
2188,[7155.525390625],[28636.0]
2189,[29485.1875],[16313.0]
2190,[10582.0966796875],[35695.0]
2191,[10195.4267578125],[20863.0]
2192,[25052.673828125],[36776.0]
2193,[21731.509765625],[28800.0]
2194,[4264.43994140625],[44865.0]
2195,[48175.0703125],[40244.0]
2196,[4854.95068359375],[36921.0]
2197,[38740.41796875],[19697.0]
2198,[18381.978515625],[15258.0]
2199,[14164.0166015625],[34984.0]
2200,[2281.61474609375],[20999.0]
2201,[6877.08837890625],[32383.0]
2202,[6491.609375],[25476.0]
2203,[25424.185546875],[10500.0]
2204,[45163.24609375],[33855.0]
2205,[27814.357421875],[29932.0]
2206,[40051.58203125],[61000.0]
2207,[11200.1806640625],[42135.0]
2208,[29253.583984375],[50348.0]
2209,[12204.5947265625],[24961.0]
2210,[13771.65625],[30820.0]
2211,[3878.807373046875],[41567.0]
2212,[9207.5634765625],[10999.0]
2213,[10791.869140625],[47400.0]
2214,[28590.169921875],[27477.0]
2215,[35915.6640625],[26034.0]
2216,[12251.23046875],[22210.0]
2217,[20747.4296875],[10950.0]
2218,[12105.5556640625],[24328.0]
2219,[19024.060546875],[26987.0]
2220,[31336.244140625],[11805.0]
2221,[20536.771484375],[16154.0]
2222,[41344.3203125],[46819.0]
2223,[18173.638671875],[30438.0]
2224,[870.822509765625],[6375.0]
2225,[2592.30908203125],[19867.0]
2226,[31741.224609375],[18603.0]
2227,[3761.585693359375],[18700.0]
2228,[8383.76171875],[43400.0]
2229,[14561.7451171875],[26477.0]
2230,[29021.283203125],[38261.0]
2231,[38868.67578125],[46500.0]
2232,[11291.8251953125],[34500.0]
2233,[24947.091796875],[38272.0]
2234,[30400.009765625],[35036.0]
2235,[12085.2001953125],[26477.0]
2236,[36026.875],[28209.0]
2237,[3386.420166015625],[4000.0]
2238,[11076.4140625],[38000.0]
2239,[23893.34765625],[31837.0]
2240,[24690.34765625],[26543.0]
2241,[16305.4873046875],[20691.0]
2242,[1068.5927734375],[11643.0]
2243,[20458.826171875],[31387.0]
2244,[12826.3544921875],[18802.0]
2245,[44253.2421875],[14568.0]
2246,[33357.33203125],[18999.0]
2247,[15588.318359375],[36445.0]
2248,[22740.748046875],[16000.0]
2249,[15633.6572265625],[29265.0]
2250,[20352.05859375],[26690.0]
2251,[22017.9296875],[28332.0]
2252,[7260.60009765625],[30500.0]
2253,[20893.474609375],[2410.0]
2254,[5420.88330078125],[34431.0]
2255,[40883.46875],[49150.0]
2256,[34436.7890625],[24625.0]
2257,[6014.81396484375],[20999.0]
2258,[22172.390625],[18969.0]
2259,[20639.177734375],[27558.0]
2260,[17914.30859375],[23333.0]
2261,[34049.96484375],[31596.0]
2262,[23491.537109375],[5225.0]
2263,[19862.970703125],[13300.0]
2264,[21589.130859375],[23808.0]
2265,[29178.330078125],[30668.0]
2266,[50031.1953125],[41400.0]
2267,[24414.24609375],[51499.0]
2268,[23306.935546875],[13349.0]
2269,[26098.380859375],[19946.0]
2270,[5108.85302734375],[25123.0]
2271,[34832.0859375],[70555.0]
2272,[28926.955078125],[34995.0]
2273,[6262.11572265625],[27040.0]
2274,[13051.330078125],[17243.0]
2275,[39503.96875],[25159.0]
2276,[25914.376953125],[42174.0]
2277,[7225.4228515625],[24311.0]
2278,[34305.68359375],[34294.0]
2279,[37550.625],[6000.0]
2280,[6760.31494140625],[19955.0]
2281,[5720.20654296875],[30732.0]
2282,[40475.1171875],[32852.0]
2283,[41506.4453125],[42348.0]
2284,[32384.376953125],[25455.0]
2285,[16687.443359375],[47900.0]
2286,[42107.3125],[26767.0]
2287,[2766.5703125],[37182.0]
2288,[40236.25390625],[26454.0]
2289,[39583.2421875],[37599.0]
2290,[6111.13037109375],[16698.0]
2291,[15944.451171875],[2300.0]
2292,[29280.185546875],[5555.0]
2293,[13704.607421875],[10000.0]
2294,[35438.71484375],[34774.0]
2295,[8235.0380859375],[1400.0]
2296,[25241.583984375],[43061.0]
2297,[24656.869140625],[7507.0]
2298,[10879.0517578125],[27492.0]
2299,[15132.62890625],[11999.0]
2300,[5618.837890625],[26904.0]
2301,[33352.3125],[38278.0]
2302,[13836.7177734375],[52830.0]
2303,[38340.62109375],[28457.0]
2304,[32830.4453125],[2997.0]
2305,[29347.970703125],[21226.0]
2306,[38687.640625],[30371.0]
2307,[8746.4052734375],[42150.0]
2308,[41852.5859375],[51195.0]
2309,[13671.9833984375],[60500.0]
2310,[31354.685546875],[31907.0]
2311,[11644.7470703125],[42969.0]
2312,[28011.533203125],[28293.0]
2313,[18526.873046875],[31377.0]
2314,[34083.26953125],[26729.0]
2315,[45154.421875],[41900.0]
2316,[27849.365234375],[26477.0]
2317,[42965.328125],[2999.0]
2318,[26088.478515625],[11818.0]
2319,[2591.574951171875],[29222.0]
2320,[37165.453125],[30618.0]
2321,[4175.7880859375],[10000.0]
2322,[26033.619140625],[39900.0]
2323,[11455.8427734375],[24597.0]
2324,[40717.7265625],[25642.0]
2325,[7849.42529296875],[27828.0]
2326,[18226.802734375],[20917.0]
2327,[14366.1083984375],[2413.0]
2328,[22826.544921875],[10999.0]
2329,[29166.935546875],[26486.0]
2330,[5515.04833984375],[30326.0]
2331,[8035.671875],[13533.0]
2332,[35150.05859375],[42900.0]
2333,[8575.1298828125],[44650.0]
2334,[9894.4150390625],[41054.0]
2335,[13138.7333984375],[2700.0]
2336,[12268.462890625],[31960.0]
2337,[4575.8095703125],[19995.0]
2338,[27976.16015625],[16083.0]
2339,[15207.7099609375],[42400.0]
2340,[1810.384521484375],[17500.0]
2341,[11294.3720703125],[18129.0]
2342,[41765.8125],[42000.0]
2343,[12113.041015625],[18200.0]
2344,[29477.794921875],[16267.0]
2345,[2795.65185546875],[15987.0]
2346,[15705.6259765625],[25840.0]
2347,[32041.580078125],[33223.0]
2348,[9903.7431640625],[26265.0]
2349,[41167.34375],[26231.0]
2350,[1970.216796875],[33601.0]
2351,[35013.46484375],[25910.0]
2352,[20709.21484375],[2602.0]
2353,[28579.876953125],[32500.0]
2354,[19664.158203125],[54900.0]
2355,[32378.740234375],[45750.0]
2356,[38237.0546875],[26750.0]
2357,[40833.28515625],[49000.0]
2358,[23331.166015625],[42704.0]
2359,[39711.1484375],[37900.0]
2360,[19738.93359375],[37214.0]
2361,[20013.302734375],[24375.0]
