,prediction,test
1929,[16384.73],[13232.]
1930,[21430.37],[20385.]
1931,[16782.912],[23310.]
1932,[27047.129],[24644.]
1933,[17712.719],[17710.]
1934,[36365.54],[38460.]
1935,[23164.162],[20645.]
1936,[24998.748],[24410.]
1937,[14774.114],[11999.]
1938,[24280.35],[28500.]
1939,[21729.393],[32006.]
1940,[19990.4],[7355.]
1941,[23417.848],[25030.]
1942,[28479.826],[29877.]
1943,[26972.533],[23412.]
1944,[39612.734],[39500.]
1945,[24801.447],[37208.]
1946,[32463.473],[34283.]
1947,[26880.46],[26930.]
1948,[7329.9116],[1999.]
1949,[23380.219],[26543.]
1950,[24563.49],[19995.]
1951,[22792.91],[26644.]
1952,[20521.375],[20999.]
1953,[40830.434],[40102.]
1954,[16257.166],[18741.]
1955,[34129.31],[33600.]
1956,[39287.195],[41545.]
1957,[19637.438],[26406.]
1958,[46234.223],[52500.]
1959,[26925.697],[35938.]
1960,[48021.098],[48480.]
1961,[43770.85],[42222.]
1962,[31581.105],[26265.]
1963,[27997.488],[26161.]
1964,[36191.977],[36919.]
1965,[34744.406],[40726.]
1966,[14759.651],[16065.]
1967,[9565.955],[4997.]
1968,[23948.379],[35628.]
1969,[26057.246],[34357.]
1970,[36514.516],[35073.]
1971,[15289.462],[17951.]
1972,[29124.625],[40233.]
1973,[27747.803],[26665.]
1974,[21889.117],[25041.]
1975,[24191.186],[28000.]
1976,[46242.37],[44000.]
1977,[32837.055],[34607.]
1978,[25983.605],[16380.]
1979,[21707.209],[20914.]
1980,[15427.405],[17392.]
1981,[7218.9062],[1400.]
1982,[32581.56],[36944.]
1983,[16627.422],[9995.]
1984,[23441.498],[21193.]
1985,[20612.9],[22401.]
1986,[42774.36],[46661.]
1987,[17590.658],[22301.]
1988,[16614.79],[8472.]
1989,[22583.445],[19544.]
1990,[31927.244],[30542.]
1991,[27040.12],[20448.]
1992,[25120.357],[23775.]
1993,[25950.83],[32315.]
1994,[29093.1],[31045.]
1995,[36831.918],[39378.]
1996,[21921.682],[20790.]
1997,[29650.488],[28271.]
1998,[38077.438],[46974.]
1999,[25216.912],[19256.]
2000,[14935.351],[20709.]
2001,[33007.34],[41900.]
2002,[42867.656],[46083.]
2003,[37775.855],[39776.]
2004,[13986.84],[11710.]
2005,[16977.049],[13469.]
2006,[21544.59],[30367.]
2007,[19043.97],[39589.]
2008,[33339.01],[36038.]
2009,[46599.047],[45620.]
2010,[32575.746],[34408.]
2011,[26179.635],[25101.]
2012,[18024.828],[23350.]
2013,[38185.883],[39000.]
2014,[25262.586],[27958.]
2015,[30802.377],[32488.]
2016,[28583.645],[30163.]
2017,[28479.643],[38538.]
2018,[28779.21],[24441.]
2019,[24199.004],[24377.]
2020,[23339.379],[20732.]
