,prediction,test
1589,[8839.2080078125],[17776.0]
1590,[13990.869140625],[27588.0]
1591,[13469.66015625],[38657.0]
1592,[32221.111328125],[20598.0]
1593,[34037.12109375],[47594.0]
1594,[24311.974609375],[1999.0]
1595,[37964.5234375],[37076.0]
1596,[5523.95068359375],[24295.0]
1597,[431.76605224609375],[5541.0]
1598,[32427.5],[10955.0]
1599,[11842.8193359375],[40718.0]
1600,[33969.6484375],[23220.0]
1601,[12057.6416015625],[25285.0]
1602,[24784.818359375],[47152.0]
1603,[11476.3095703125],[37451.0]
1604,[6186.85986328125],[43612.0]
1605,[9991.6025390625],[19278.0]
1606,[27684.765625],[24896.0]
1607,[20105.357421875],[27854.0]
1608,[2037.569091796875],[33171.0]
1609,[24947.50390625],[20999.0]
1610,[7287.18212890625],[13545.0]
1611,[3131.574462890625],[26322.0]
1612,[7745.4033203125],[17879.0]
1613,[23256.666015625],[23800.0]
1614,[26707.259765625],[20999.0]
1615,[20241.318359375],[23715.0]
1616,[16071.35546875],[26413.0]
1617,[42049.0625],[14600.0]
1618,[5524.0341796875],[8401.0]
1619,[8909.640625],[23878.0]
1620,[6600.62939453125],[23715.0]
1621,[40081.28515625],[29932.0]
1622,[31922.337890625],[43048.0]
1623,[12743.14453125],[62500.0]
1624,[11201.9306640625],[38000.0]
1625,[33265.40234375],[27618.0]
1626,[29391.158203125],[33427.0]
1627,[16401.8515625],[11000.0]
1628,[26658.2421875],[33824.0]
1629,[7026.791015625],[33732.0]
1630,[36530.07421875],[43571.0]
1631,[34475.1796875],[23885.0]
1632,[39242.92578125],[31744.0]
1633,[17832.998046875],[29405.0]
1634,[4178.36962890625],[10837.0]
1635,[21450.57421875],[34288.0]
1636,[13052.0380859375],[20999.0]
1637,[7206.65771484375],[35627.0]
1638,[18872.9765625],[46657.0]
1639,[11450.5986328125],[17535.0]
1640,[40460.94140625],[50000.0]
1641,[24683.693359375],[9149.0]
1642,[15220.0283203125],[22733.0]
1643,[58689.76171875],[26747.0]
1644,[18720.04296875],[25101.0]
1645,[30692.572265625],[22377.0]
1646,[16137.3095703125],[54900.0]
1647,[25682.373046875],[34769.0]
1648,[16564.2109375],[32806.0]
1649,[28934.048828125],[27327.0]
1650,[1936.4200439453125],[20651.0]
1651,[17193.525390625],[13750.0]
1652,[34392.93359375],[22607.0]
1653,[46258.12890625],[31189.0]
1654,[14875.705078125],[42000.0]
1655,[4092.529296875],[23290.0]
1656,[23006.083984375],[29614.0]
1657,[24331.990234375],[23788.0]
1658,[16333.6748046875],[22405.0]
1659,[48296.30078125],[43400.0]
1660,[24714.236328125],[4999.0]
1661,[12808.7958984375],[40471.0]
1662,[53157.1015625],[6555.0]
1663,[29654.69140625],[22900.0]
1664,[1105.007080078125],[20442.0]
1665,[3371.447021484375],[11999.0]
1666,[9489.9189453125],[31915.0]
1667,[3563.526123046875],[28106.0]
1668,[16767.251953125],[6200.0]
1669,[28657.072265625],[15197.0]
1670,[7398.08837890625],[31045.0]
1671,[8867.380859375],[30352.0]
1672,[23896.345703125],[21032.0]
1673,[31707.833984375],[34500.0]
1674,[23040.498046875],[21164.0]
1675,[105.6854248046875],[8458.0]
1676,[13121.1630859375],[21247.0]
1677,[24752.1328125],[43160.0]
1678,[7901.154296875],[23330.0]
1679,[12277.4033203125],[27729.0]
1680,[3038.274169921875],[11999.0]
1681,[25040.58203125],[36092.0]
1682,[16601.591796875],[17332.0]
1683,[42770.6953125],[37130.0]
1684,[31734.587890625],[34021.0]
1685,[13322.494140625],[11353.0]
1686,[45779.73828125],[35864.0]
1687,[35826.26953125],[19579.0]
1688,[21545.732421875],[24213.0]
1689,[44264.078125],[25998.0]
1690,[52721.18359375],[48150.0]
1691,[27833.005859375],[36876.0]
1692,[34664.66796875],[21048.0]
1693,[4534.671875],[43373.0]
1694,[10761.0439453125],[23366.0]
1695,[12997.84375],[40150.0]
1696,[9923.3681640625],[22928.0]
1697,[30838.173828125],[43650.0]
1698,[26989.732421875],[44900.0]
1699,[28353.587890625],[43175.0]
1700,[28256.3671875],[45050.0]
1701,[12564.0556640625],[23715.0]
1702,[6373.31494140625],[24264.0]
1703,[34097.01953125],[47323.0]
1704,[19804.890625],[32846.0]
1705,[12397.5244140625],[11083.0]
1706,[17114.638671875],[2499.0]
1707,[7013.28076171875],[30600.0]
1708,[30695.7890625],[33250.0]
1709,[21432.986328125],[22310.0]
1710,[41181.37890625],[25542.0]
1711,[28893.703125],[52988.0]
1712,[14072.5947265625],[71900.0]
1713,[21556.123046875],[14479.0]
1714,[5190.71240234375],[1400.0]
1715,[39526.765625],[18827.0]
1716,[21188.544921875],[23935.0]
1717,[21525.654296875],[39779.0]
1718,[29145.0078125],[30515.0]
1719,[9655.8173828125],[34614.0]
1720,[16147.8251953125],[40253.0]
1721,[23543.798828125],[36405.0]
1722,[15217.7490234375],[27995.0]
1723,[4784.45849609375],[25431.0]
1724,[39756.94140625],[31920.0]
1725,[24674.6484375],[64796.0]
1726,[43034.48828125],[37750.0]
1727,[4801.18603515625],[34540.0]
1728,[4801.92333984375],[26345.0]
1729,[16514.537109375],[18999.0]
1730,[17392.98828125],[19346.0]
1731,[6621.57958984375],[4740.0]
1732,[17238.3515625],[39444.0]
1733,[41388.19921875],[28100.0]
1734,[22949.091796875],[21734.0]
1735,[14153.8779296875],[35916.0]
1736,[15057.9970703125],[36068.0]
1737,[36089.01171875],[19463.0]
1738,[18009.115234375],[23000.0]
1739,[22148.884765625],[48500.0]
1740,[18713.572265625],[42212.0]
1741,[39156.140625],[39964.0]
1742,[56006.52734375],[19040.0]
1743,[14597.234375],[27030.0]
1744,[10148.79296875],[26265.0]
1745,[33889.8359375],[38697.0]
1746,[15370.515625],[1954.0]
1747,[31229.095703125],[41295.0]
1748,[13118.8017578125],[27777.0]
1749,[12067.0078125],[20326.0]
1750,[35414.3671875],[17213.0]
1751,[45370.5859375],[35062.0]
1752,[9901.0927734375],[32113.0]
1753,[25639.609375],[31853.0]
1754,[33234.99609375],[36772.0]
1755,[22857.333984375],[39251.0]
1756,[28767.767578125],[24931.0]
1757,[10643.4267578125],[42318.0]
1758,[11326.8974609375],[27738.0]
1759,[7814.31103515625],[28035.0]
1760,[18434.388671875],[27234.0]
1761,[17911.6953125],[31979.0]
1762,[24931.189453125],[25332.0]
1763,[17798.353515625],[24352.0]
1764,[2109.872802734375],[26914.0]
1765,[8649.9189453125],[17951.0]
1766,[18003.22265625],[30567.0]
1767,[5838.97900390625],[9000.0]
1768,[16870.984375],[18000.0]
1769,[38586.41796875],[27574.0]
1770,[3938.9306640625],[23788.0]
1771,[13149.1142578125],[29021.0]
1772,[7613.13623046875],[10999.0]
1773,[17969.794921875],[12318.0]
1774,[37430.85546875],[22602.0]
1775,[7205.32958984375],[27580.0]
1776,[28439.845703125],[20043.0]
1777,[12359.9853515625],[49500.0]
1778,[33486.24609375],[26654.0]
1779,[42386.88671875],[31439.0]
1780,[16178.982421875],[10999.0]
1781,[7320.85595703125],[31354.0]
1782,[40147.94140625],[20999.0]
1783,[24828.078125],[36500.0]
1784,[32186.939453125],[6555.0]
1785,[27229.591796875],[21684.0]
1786,[26951.56640625],[27327.0]
1787,[4546.28466796875],[22253.0]
1788,[31488.763671875],[23290.0]
1789,[3291.715576171875],[24163.0]
1790,[30600.103515625],[32072.0]
1791,[29975.783203125],[41897.0]
1792,[12145.357421875],[23304.0]
1793,[28153.46875],[13999.0]
1794,[31769.76171875],[22750.0]
1795,[12362.146484375],[43912.0]
1796,[23606.130859375],[27409.0]
1797,[7701.912109375],[9704.0]
1798,[23883.990234375],[30800.0]
1799,[19740.189453125],[25374.0]
1800,[36304.80859375],[31291.0]
1801,[3828.15380859375],[25627.0]
1802,[3872.419921875],[38722.0]
1803,[32503.0234375],[27327.0]
1804,[46482.2421875],[29774.0]
1805,[25730.220703125],[21027.0]
1806,[20238.859375],[35455.0]
1807,[5158.30224609375],[21431.0]
1808,[30781.443359375],[11375.0]
1809,[14258.1162109375],[4000.0]
1810,[28328.171875],[39180.0]
1811,[39431.21484375],[40792.0]
1812,[31979.396484375],[27653.0]
1813,[19323.068359375],[29152.0]
1814,[9841.0302734375],[27375.0]
1815,[23773.962890625],[13333.0]
1816,[13705.0849609375],[10999.0]
1817,[35202.37890625],[34854.0]
1818,[4788.54443359375],[23869.0]
1819,[22510.861328125],[10000.0]
1820,[17538.615234375],[38662.0]
1821,[8415.3857421875],[30900.0]
1822,[15419.7255859375],[26265.0]
1823,[25232.919921875],[43150.0]
1824,[9727.7646484375],[26811.0]
1825,[15892.96875],[21474.0]
1826,[32108.349609375],[33286.0]
1827,[15816.02734375],[3702.0]
1828,[7799.1025390625],[37456.0]
1829,[2183.777587890625],[21899.0]
1830,[28220.830078125],[21250.0]
1831,[18676.169921875],[21905.0]
1832,[47160.6171875],[53750.0]
1833,[14064.4814453125],[19176.0]
1834,[18124.560546875],[47977.0]
1835,[17808.390625],[45627.0]
1836,[3049.433837890625],[33900.0]
1837,[13290.9833984375],[24312.0]
1838,[10132.8857421875],[39900.0]
1839,[13138.19921875],[54900.0]
1840,[8420.9892578125],[35308.0]
1841,[13682.2939453125],[25356.0]
1842,[25270.298828125],[35399.0]
1843,[22644.2421875],[41672.0]
1844,[25295.099609375],[23188.0]
1845,[37280.40234375],[34308.0]
1846,[4577.2080078125],[22748.0]
1847,[38489.19140625],[31428.0]
1848,[28991.763671875],[28395.0]
1849,[30229.548828125],[47650.0]
1850,[4218.78466796875],[25154.0]
1851,[3791.933837890625],[24748.0]
1852,[8045.12744140625],[30059.0]
1853,[2874.390380859375],[30926.0]
1854,[11777.337890625],[16416.0]
1855,[37374.26171875],[15681.0]
1856,[34841.7109375],[31173.0]
1857,[23683.48828125],[21287.0]
1858,[22468.869140625],[39191.0]
1859,[39114.34765625],[1497.0]
1860,[19985.45703125],[29405.0]
1861,[17911.626953125],[63500.0]
1862,[34930.03125],[22622.0]
1863,[23226.9296875],[24560.0]
1864,[15955.041015625],[27540.0]
1865,[12878.1337890625],[25561.0]
1866,[45048.28515625],[32590.0]
1867,[16992.515625],[22606.0]
1868,[15726.8583984375],[5997.0]
1869,[5902.90869140625],[13699.0]
1870,[2039.31884765625],[14310.0]
1871,[16259.9384765625],[21184.0]
1872,[11751.6943359375],[22506.0]
1873,[28377.271484375],[42548.0]
1874,[4084.069580078125],[40450.0]
1875,[15207.3662109375],[20166.0]
1876,[39777.75390625],[33633.0]
1877,[35346.58203125],[23300.0]
1878,[29634.380859375],[50263.0]
1879,[23856.2578125],[28770.0]
1880,[23591.775390625],[11879.0]
1881,[19424.57421875],[39635.0]
1882,[42732.984375],[20421.0]
1883,[17776.595703125],[20650.0]
1884,[21335.775390625],[45402.0]
1885,[31674.31640625],[12482.0]
1886,[38234.80078125],[11557.0]
1887,[29104.931640625],[31111.0]
1888,[2633.263916015625],[20500.0]
1889,[9608.6630859375],[19674.0]
1890,[31794.650390625],[30538.0]
1891,[33760.66015625],[36919.0]
1892,[17291.0625],[37795.0]
1893,[3638.44921875],[15893.0]
1894,[6111.01123046875],[30214.0]
1895,[21453.509765625],[22922.0]
1896,[5806.79931640625],[29763.0]
1897,[1524.638916015625],[4000.0]
1898,[38166.875],[29240.0]
1899,[38198.29296875],[24834.0]
1900,[15937.9990234375],[44487.0]
1901,[31097.5546875],[29328.0]
1902,[11204.0009765625],[26836.0]
1903,[46.007545471191406],[1400.0]
1904,[13482.8056640625],[66685.0]
1905,[6189.45947265625],[18689.0]
1906,[21295.224609375],[44000.0]
1907,[36591.5234375],[21990.0]
1908,[22517.421875],[38888.0]
1909,[16975.255859375],[26550.0]
1910,[5924.2060546875],[17911.0]
1911,[16861.091796875],[11999.0]
1912,[24039.517578125],[20594.0]
1913,[4212.5166015625],[9985.0]
1914,[44555.94921875],[19252.0]
1915,[11784.435546875],[33071.0]
1916,[6481.81201171875],[28105.0]
1917,[30720.642578125],[35667.0]
1918,[30117.380859375],[22865.0]
1919,[42220.92578125],[36808.0]
1920,[2843.845947265625],[25530.0]
1921,[16514.1015625],[28227.0]
1922,[8007.25732421875],[25044.0]
1923,[41068.4765625],[22867.0]
1924,[35795.45703125],[2997.0]
1925,[10428.4814453125],[11950.0]
1926,[12115.2685546875],[32538.0]
1927,[30201.771484375],[37741.0]
1928,[5897.81298828125],[20133.0]
1929,[21407.40625],[16694.0]
1930,[26257.86328125],[2882.0]
1931,[20767.6796875],[20345.0]
1932,[23761.189453125],[13643.0]
1933,[20709.6875],[38056.0]
1934,[31722.61328125],[27643.0]
1935,[12269.2275390625],[39639.0]
1936,[18808.771484375],[44650.0]
1937,[12680.986328125],[35323.0]
1938,[36900.16015625],[33427.0]
1939,[9545.2509765625],[22330.0]
1940,[2606.449462890625],[21182.0]
1941,[12179.5087890625],[6500.0]
1942,[21328.4453125],[23932.0]
1943,[16641.119140625],[22931.0]
1944,[30528.1796875],[31125.0]
1945,[18936.083984375],[28691.0]
1946,[17070.08984375],[7597.0]
1947,[20436.181640625],[35500.0]
1948,[34438.33203125],[44000.0]
1949,[12716.3662109375],[37093.0]
1950,[8051.81005859375],[34100.0]
1951,[18801.615234375],[21444.0]
1952,[36352.30859375],[49500.0]
1953,[37212.86328125],[10511.0]
1954,[6924.31591796875],[23995.0]
1955,[5602.82275390625],[41881.0]
1956,[6687.06787109375],[35374.0]
1957,[20124.181640625],[3719.0]
1958,[23218.296875],[36617.0]
1959,[12760.5107421875],[30081.0]
1960,[7556.37744140625],[11999.0]
1961,[15801.087890625],[22401.0]
1962,[24084.056640625],[17222.0]
1963,[11543.8857421875],[30629.0]
1964,[39488.51953125],[19817.0]
1965,[1676.3662109375],[10426.0]
1966,[25584.0625],[29903.0]
1967,[40639.6875],[34444.0]
1968,[27093.201171875],[22820.0]
1969,[31558.822265625],[22258.0]
1970,[18179.615234375],[37848.0]
1971,[36423.8125],[17018.0]
1972,[21349.740234375],[36729.0]
1973,[13674.380859375],[28390.0]
1974,[43099.6484375],[49787.0]
1975,[15766.4365234375],[19256.0]
1976,[17094.560546875],[35688.0]
1977,[44575.66796875],[20628.0]
1978,[8708.8828125],[19776.0]
1979,[4916.47607421875],[18999.0]
1980,[33582.015625],[45000.0]
1981,[42763.94140625],[4117.0]
1982,[26640.787109375],[29744.0]
1983,[7076.95947265625],[31503.0]
1984,[11598.73046875],[40701.0]
1985,[23097.263671875],[39403.0]
1986,[25598.015625],[35519.0]
1987,[14875.41015625],[16637.0]
1988,[39047.96484375],[34589.0]
1989,[29741.224609375],[41922.0]
1990,[3558.18017578125],[40888.0]
1991,[20750.783203125],[27675.0]
1992,[12029.734375],[38056.0]
1993,[22668.412109375],[27694.0]
1994,[4658.54931640625],[36795.0]
1995,[26794.591796875],[30121.0]
1996,[38445.51171875],[47533.0]
1997,[7101.658203125],[32372.0]
1998,[9450.3505859375],[5400.0]
1999,[25281.201171875],[1199.0]
2000,[13389.2373046875],[29835.0]
2001,[27012.859375],[20182.0]
2002,[43785.02734375],[29575.0]
2003,[27263.962890625],[27502.0]
2004,[22244.205078125],[39150.0]
2005,[1500.2401123046875],[6000.0]
2006,[9947.970703125],[18810.0]
2007,[26602.255859375],[28238.0]
2008,[14526.90625],[10999.0]
2009,[8496.857421875],[32236.0]
2010,[25281.1171875],[40699.0]
2011,[33018.55859375],[33518.0]
2012,[25716.044921875],[38200.0]
2013,[9001.2197265625],[18042.0]
2014,[28925.44140625],[35448.0]
2015,[31776.033203125],[36794.0]
2016,[14669.8486328125],[27512.0]
2017,[6647.99365234375],[27811.0]
2018,[5240.0322265625],[30793.0]
2019,[52450.26171875],[48850.0]
2020,[3789.572998046875],[29090.0]
2021,[37737.4765625],[34926.0]
2022,[12672.6513671875],[28899.0]
2023,[23263.615234375],[32836.0]
2024,[31039.529296875],[35500.0]
2025,[12780.1748046875],[26649.0]
2026,[26733.27734375],[19231.0]
2027,[3776.704345703125],[41900.0]
2028,[37943.75390625],[23202.0]
2029,[5847.02490234375],[17125.0]
2030,[11644.2998046875],[26902.0]
2031,[18341.220703125],[6500.0]
2032,[7454.51123046875],[44400.0]
2033,[22973.193359375],[23472.0]
2034,[19764.099609375],[25000.0]
2035,[11466.5849609375],[25596.0]
2036,[4710.23583984375],[29920.0]
2037,[27432.70703125],[34762.0]
2038,[25154.060546875],[22508.0]
2039,[5396.24755859375],[2500.0]
2040,[4948.67919921875],[23495.0]
2041,[25917.70703125],[45407.0]
2042,[12968.9345703125],[27506.0]
2043,[7668.98193359375],[19464.0]
2044,[15914.841796875],[32613.0]
2045,[12422.2060546875],[25041.0]
2046,[33664.90625],[25607.0]
2047,[9866.1982421875],[21017.0]
2048,[3047.148193359375],[3450.0]
2049,[16661.873046875],[44162.0]
2050,[31976.548828125],[5200.0]
2051,[26327.78125],[41400.0]
2052,[44162.16796875],[39534.0]
2053,[37837.69140625],[28310.0]
2054,[7004.32958984375],[33783.0]
2055,[8551.80078125],[15450.0]
2056,[43654.2265625],[34827.0]
2057,[3673.087158203125],[19995.0]
2058,[26062.486328125],[57500.0]
2059,[3122.264892578125],[17125.0]
2060,[9120.9619140625],[24040.0]
2061,[10178.333984375],[38279.0]
2062,[29717.470703125],[16354.0]
2063,[2954.642333984375],[23202.0]
2064,[12133.916015625],[29672.0]
2065,[37707.45703125],[10200.0]
2066,[4184.26904296875],[26400.0]
2067,[13196.1884765625],[26900.0]
2068,[23822.619140625],[38701.0]
2069,[9480.5751953125],[33649.0]
2070,[4304.62158203125],[39955.0]
2071,[20490.912109375],[23420.0]
2072,[1143.110595703125],[5964.0]
2073,[13914.14453125],[12161.0]
2074,[43242.91015625],[1999.0]
2075,[9206.7216796875],[32300.0]
2076,[35599.8125],[29207.0]
2077,[10262.3251953125],[41166.0]
2078,[6633.494140625],[42891.0]
2079,[18915.251953125],[23999.0]
2080,[11072.69140625],[28369.0]
2081,[7455.65576171875],[39400.0]
2082,[3140.167724609375],[12382.0]
2083,[24227.5],[26899.0]
2084,[25753.240234375],[33758.0]
2085,[33672.98828125],[17235.0]
2086,[21422.38671875],[20114.0]
2087,[10199.6181640625],[24779.0]
2088,[38515.98828125],[31034.0]
2089,[18613.44921875],[26633.0]
2090,[10258.4619140625],[31753.0]
2091,[2983.155029296875],[27103.0]
2092,[51611.6328125],[42285.0]
2093,[27003.501953125],[24785.0]
2094,[10650.2705078125],[33148.0]
2095,[12062.494140625],[5000.0]
2096,[6063.353515625],[3500.0]
2097,[35337.42578125],[11999.0]
2098,[15861.3388671875],[27327.0]
2099,[24850.306640625],[34630.0]
2100,[16262.111328125],[31487.0]
2101,[13175.9384765625],[39437.0]
2102,[26878.751953125],[33428.0]
2103,[32025.28515625],[14999.0]
2104,[36257.30078125],[18774.0]
2105,[19400.923828125],[15000.0]
2106,[25450.658203125],[37400.0]
2107,[11886.3486328125],[22000.0]
2108,[5143.39306640625],[18999.0]
2109,[20169.177734375],[27391.0]
2110,[5308.39208984375],[28535.0]
2111,[4370.18896484375],[38892.0]
2112,[40567.54296875],[18275.0]
2113,[9728.599609375],[37987.0]
2114,[28761.439453125],[20926.0]
2115,[10702.5361328125],[38000.0]
2116,[20505.619140625],[3709.0]
2117,[2068.237060546875],[1400.0]
2118,[7215.81982421875],[19995.0]
2119,[9770.3369140625],[31033.0]
2120,[14661.9365234375],[39969.0]
2121,[35614.64453125],[16877.0]
2122,[37034.5078125],[40665.0]
2123,[14054.9287109375],[22268.0]
2124,[17427.11328125],[23333.0]
2125,[23677.470703125],[45863.0]
2126,[10357.6328125],[34364.0]
2127,[22017.857421875],[40576.0]
2128,[28051.181640625],[16895.0]
2129,[3163.176025390625],[31500.0]
2130,[4793.66064453125],[20395.0]
2131,[3627.652099609375],[21629.0]
2132,[2883.015380859375],[21803.0]
2133,[15507.0712890625],[29900.0]
2134,[43193.44140625],[18275.0]
2135,[17791.935546875],[20755.0]
2136,[9263.9921875],[19995.0]
2137,[9995.1435546875],[40632.0]
2138,[2378.620849609375],[15120.0]
2139,[5834.52587890625],[38000.0]
2140,[885.6212158203125],[22511.0]
2141,[6991.31103515625],[29230.0]
2142,[29119.572265625],[28484.0]
2143,[44853.9140625],[32852.0]
2144,[25377.953125],[27383.0]
2145,[25445.498046875],[38095.0]
2146,[4520.22607421875],[26522.0]
2147,[4498.49658203125],[36564.0]
2148,[31648.861328125],[23936.0]
2149,[22998.333984375],[34500.0]
2150,[36049.703125],[27799.0]
2151,[6198.24755859375],[28388.0]
2152,[11151.421875],[17079.0]
2153,[21341.599609375],[38000.0]
2154,[20931.021484375],[22484.0]
2155,[23102.556640625],[44000.0]
2156,[25190.501953125],[17319.0]
2157,[32807.09765625],[33188.0]
2158,[25990.798828125],[25655.0]
2159,[23045.259765625],[30240.0]
2160,[23065.693359375],[40663.0]
2161,[18656.505859375],[40930.0]
2162,[10191.7060546875],[36531.0]
2163,[23902.861328125],[26343.0]
2164,[34439.203125],[41351.0]
2165,[15620.4111328125],[14029.0]
2166,[5560.86767578125],[25680.0]
2167,[1518.521484375],[34456.0]
2168,[17596.25390625],[32006.0]
2169,[10513.1142578125],[20225.0]
2170,[36314.62890625],[5557.0]
2171,[22435.650390625],[38028.0]
2172,[19877.755859375],[16552.0]
2173,[27001.951171875],[39320.0]
2174,[15246.2509765625],[54501.0]
2175,[6187.26416015625],[32300.0]
2176,[19152.515625],[10162.0]
2177,[4489.42822265625],[3586.0]
2178,[28578.6171875],[31727.0]
2179,[19600.3046875],[12162.0]
2180,[18720.998046875],[20210.0]
2181,[7128.0693359375],[10000.0]
2182,[6761.02197265625],[11146.0]
2183,[798.9326782226562],[10523.0]
2184,[24981.546875],[50000.0]
2185,[42110.28515625],[42882.0]
2186,[16193.3232421875],[14148.0]
2187,[1698.642822265625],[17577.0]
2188,[9211.8330078125],[28636.0]
2189,[44940.38671875],[16313.0]
2190,[13749.2177734375],[35695.0]
2191,[10857.1533203125],[20863.0]
2192,[32322.580078125],[36776.0]
2193,[31406.138671875],[28800.0]
2194,[5568.26318359375],[44865.0]
2195,[35375.46484375],[40244.0]
2196,[6786.7265625],[36921.0]
2197,[33777.1171875],[19697.0]
2198,[19453.755859375],[15258.0]
2199,[12571.9755859375],[34984.0]
2200,[6675.3759765625],[20999.0]
2201,[4168.12255859375],[32383.0]
2202,[7681.54931640625],[25476.0]
2203,[22634.8125],[10500.0]
2204,[53697.97265625],[33855.0]
2205,[25357.44140625],[29932.0]
2206,[45577.54296875],[61000.0]
2207,[11423.78125],[42135.0]
2208,[18311.146484375],[50348.0]
2209,[7087.41357421875],[24961.0]
2210,[8459.8310546875],[30820.0]
2211,[2270.4755859375],[41567.0]
2212,[7144.5029296875],[10999.0]
2213,[10993.7490234375],[47400.0]
2214,[15722.2177734375],[27477.0]
2215,[32138.779296875],[26034.0]
2216,[8038.28857421875],[22210.0]
2217,[21414.728515625],[10950.0]
2218,[10065.0068359375],[24328.0]
2219,[14182.5556640625],[26987.0]
2220,[20904.087890625],[11805.0]
2221,[14579.9150390625],[16154.0]
2222,[31668.517578125],[46819.0]
2223,[15390.6171875],[30438.0]
2224,[1527.59375],[6375.0]
2225,[2548.34033203125],[19867.0]
2226,[36654.703125],[18603.0]
2227,[4912.912109375],[18700.0]
2228,[6798.91845703125],[43400.0]
2229,[10300.5244140625],[26477.0]
2230,[24225.1640625],[38261.0]
2231,[26977.09765625],[46500.0]
2232,[7466.25732421875],[34500.0]
2233,[32072.548828125],[38272.0]
2234,[30924.880859375],[35036.0]
2235,[10715.8115234375],[26477.0]
2236,[24409.755859375],[28209.0]
2237,[2199.097900390625],[4000.0]
2238,[9612.3310546875],[38000.0]
2239,[28561.087890625],[31837.0]
2240,[32968.23828125],[26543.0]
2241,[21103.677734375],[20691.0]
2242,[1682.418212890625],[11643.0]
2243,[15009.5595703125],[31387.0]
2244,[13142.1025390625],[18802.0]
2245,[33491.86328125],[14568.0]
2246,[39682.30078125],[18999.0]
2247,[14545.8134765625],[36445.0]
2248,[13110.498046875],[16000.0]
2249,[10672.4638671875],[29265.0]
2250,[24823.888671875],[26690.0]
2251,[29880.978515625],[28332.0]
2252,[7413.7783203125],[30500.0]
2253,[23129.896484375],[2410.0]
2254,[7455.84765625],[34431.0]
2255,[35724.98828125],[49150.0]
2256,[38898.37890625],[24625.0]
2257,[4746.28857421875],[20999.0]
2258,[23444.677734375],[18969.0]
2259,[18147.470703125],[27558.0]
2260,[20707.982421875],[23333.0]
2261,[40910.91015625],[31596.0]
2262,[13776.6787109375],[5225.0]
2263,[18732.337890625],[13300.0]
2264,[19147.62890625],[23808.0]
2265,[34787.86328125],[30668.0]
2266,[35549.66015625],[41400.0]
2267,[29173.373046875],[51499.0]
2268,[29728.40625],[13349.0]
2269,[27788.642578125],[19946.0]
2270,[7226.619140625],[25123.0]
2271,[44007.38671875],[70555.0]
2272,[27304.830078125],[34995.0]
2273,[9091.224609375],[27040.0]
2274,[17655.63671875],[17243.0]
2275,[36042.55078125],[25159.0]
2276,[22692.919921875],[42174.0]
2277,[9038.81640625],[24311.0]
2278,[27025.20703125],[34294.0]
2279,[39543.30078125],[6000.0]
2280,[7729.0888671875],[19955.0]
2281,[8067.11376953125],[30732.0]
2282,[48522.64453125],[32852.0]
2283,[35955.38671875],[42348.0]
2284,[29434.009765625],[25455.0]
2285,[19476.923828125],[47900.0]
2286,[26814.341796875],[26767.0]
2287,[2907.278564453125],[37182.0]
2288,[36476.28515625],[26454.0]
2289,[44130.0859375],[37599.0]
2290,[5665.15185546875],[16698.0]
2291,[17729.060546875],[2300.0]
2292,[24434.833984375],[5555.0]
2293,[16100.64453125],[10000.0]
2294,[32409.572265625],[34774.0]
2295,[4175.2705078125],[1400.0]
2296,[31570.779296875],[43061.0]
2297,[22570.181640625],[7507.0]
2298,[8777.662109375],[27492.0]
2299,[14597.0009765625],[11999.0]
2300,[5139.42919921875],[26904.0]
2301,[18001.232421875],[38278.0]
2302,[9244.0341796875],[52830.0]
2303,[50601.6328125],[28457.0]
2304,[16169.25],[2997.0]
2305,[26643.685546875],[21226.0]
2306,[28715.541015625],[30371.0]
2307,[7436.82958984375],[42150.0]
2308,[30886.244140625],[51195.0]
2309,[10404.6572265625],[60500.0]
2310,[34434.23046875],[31907.0]
2311,[11894.6923828125],[42969.0]
2312,[51370.30859375],[28293.0]
2313,[16365.0546875],[31377.0]
2314,[35247.16015625],[26729.0]
2315,[28763.08203125],[41900.0]
2316,[29444.66015625],[26477.0]
2317,[18419.755859375],[2999.0]
2318,[33345.27734375],[11818.0]
2319,[2724.098388671875],[29222.0]
2320,[34993.80078125],[30618.0]
2321,[2381.122314453125],[10000.0]
2322,[15299.7158203125],[39900.0]
2323,[12519.9951171875],[24597.0]
2324,[33164.14453125],[25642.0]
2325,[9085.4013671875],[27828.0]
2326,[18289.083984375],[20917.0]
2327,[20596.23828125],[2413.0]
2328,[23741.197265625],[10999.0]
2329,[29569.72265625],[26486.0]
2330,[6887.49169921875],[30326.0]
2331,[8172.80859375],[13533.0]
2332,[38936.04296875],[42900.0]
2333,[10069.6728515625],[44650.0]
2334,[7874.70849609375],[41054.0]
2335,[10680.4306640625],[2700.0]
2336,[9699.005859375],[31960.0]
2337,[5183.5712890625],[19995.0]
2338,[22273.228515625],[16083.0]
2339,[22787.677734375],[42400.0]
2340,[7970.0322265625],[17500.0]
2341,[10343.3466796875],[18129.0]
2342,[31100.8828125],[42000.0]
2343,[12116.794921875],[18200.0]
2344,[23650.615234375],[16267.0]
2345,[5075.353515625],[15987.0]
2346,[15446.1708984375],[25840.0]
2347,[30367.693359375],[33223.0]
2348,[9209.552734375],[26265.0]
2349,[42104.94140625],[26231.0]
2350,[3636.02734375],[33601.0]
2351,[44817.75390625],[25910.0]
2352,[17562.294921875],[2602.0]
2353,[48844.91015625],[32500.0]
