Truck ID,Quarter,Year,New_or_Used,Sale_Price,List_Price,Pct_of_List,Book_Value,Type,Truck_Manufacturer,Region_Nm,Condition,Model_Year,Odometer,Model,Transmission_Type,Engine_Manufacturer,Fuel_Type,Wheelbase_Size,Gear_Ratio,Num_Axles,Num_Wheels,Front_Tire_Size,Rear_Tire_Size,Color,Delivery_Region,Channel,Delivery_Location,Age_Yrs,Rear_Axle_Weight,front_axle_wt,Horsepower,Engine_RPM,eng_est_life,Engine_Type
8057,Q4,2020,NEW,28031,26500,0.945381899,24961.93,Truck,Freightliner,RVS UTC EAST REGION,Ready,2012,301986,M2 106,,CUMM,Diesel,270,4.88,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Central US,Retail,Nashville,,17500,10000,240,2300,240000,IN LINE
8058,Q4,2020,NEW,36460,34000,0.932528799,26609.2,Truck,Freightliner,RVS UTC EAST REGION,Ready,2013,256267,M2 106,,CUMM,Diesel,270,5.29,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,SOUTH US,Retail,Atlanta,,17500,10000,240,2300,240000,IN LINE
8059,Q4,2020,NEW,38204,35500,0.929222071,34316.13,Tractor,Freightliner,RVS UTC EAST REGION,Ready,2013,700472,CASCADIA 125,,CUMM,Diesel,230,2.5,3,10,295/80R22.5 16P R250,295/75R 22.5 M726EL,RED,Central US,Retail,New Orleans,,40000,13200,450,1800,850000,IN LINE
8060,Q4,2020,NEW,23252,22912,0.985377602,22972.73,Truck,Isuzu,RVS UTC EAST REGION,Ready,2013,150179,NPR HD,,ISUZ,Diesel,176,4.55,2,6,LT215/85R 16P R250,LT215/85R 16P R250,WHITE,Northeastern US,Retail,Philadelphia,,14550,6830,215,2500,200000,IN LINE
8061,Q4,2020,NEW,40466,35000,0.86492364,37116.97,Tractor,Freightliner,RVS UTC Western US REGION,Ready,2013,433396,CASCADIA 113,,DETR,Diesel,158,3.42,2,6,295/75R22.5  R280,295/75R 22.5 M726EL,WHITE,Western US,Retail,Modesto,,23000,12500,450,1800,700000,IN LINE
8062,Q4,2020,NEW,27501,25250,0.918148431,20304.95,Truck,Isuzu,RVS UTC EAST REGION,Ready,2014,295199.4386,NPR HD,,ISUZ,Diesel,176,4.55,2,6,LT215/85R 16P R250,LT215/85R 16P R250,WHITE,SOUTH US,Retail,Atlanta,,11020,6830,215,2500,200000,IN LINE
8063,Q4,2020,NEW,32222,31311,0.971727391,28037.95,Truck,Freightliner,RVS UTC EAST REGION,Ready,2014,328026,M2 106,,CUMM,Diesel,270,5.88,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,SOUTH US,Retail,Atlanta,,17500,10000,240,2300,240000,IN LINE
8064,Q4,2020,NEW,30231,30366,1.004465615,23376.31,Truck,Freightliner,RVS UTC EAST REGION,Ready,2011,272792,M2 106,,CUMM,Diesel,270,4.88,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Central US,Retail,New Orleans,,17500,10000,240,2300,240000,IN LINE
8065,Q4,2020,NEW,22989,21840,0.950019575,20191.29,Truck,International,RVS UTC EAST REGION,Validated,2011,234027,4300,,INTL,Diesel,272,6.14,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Central US,Retail,Nashville,,19000,10000,225,2300,240000,IN LINE
8066,Q4,2020,NEW,18626,17500,0.93954687,18246.92,Truck,International,RVS UTC EAST REGION,Validated,2011,268239,4300,,INTL,Diesel,272,6.14,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Central US,Retail,Bloomington,,19000,10000,225,2300,240000,IN LINE
8067,Q4,2020,NEW,32366,34521,1.066582216,31142.09,Tractor,Freightliner,RVS UTC Central US RGN,Ready,2014,763450,CASCADIA 125,,DETR,Diesel,222,3.58,3,10,295/75R22.5 R283,295/75R 22.5 (M710),WHITE,Western US,Retail,Flagstaff,,40000,12000,470,1800,850000,IN LINE
8068,Q4,2020,NEW,29912,29500,0.986226264,24713.82,Truck,Freightliner,RVS UTC Central US RGN,Ready,2012,288324,M2 106,,CUMM,Diesel,270,4.88,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Central US,Retail,Knoxville,,17500,10000,240,2300,240000,IN LINE
8069,Q4,2020,NEW,14921,12015,0.805240936,9975.83,Truck,GMC,RVS UTC EAST REGION,Ready,2011,96853,TG31705,,GMC,Diesel,155,3.54,2,4,LT245/75R 16E,245/75R 16E,WHITE,Western US,Retail,Golden,,6084,4300,250,3200,120000,IN LINE
8070,Q4,2020,NEW,30662,29318,0.956167243,29485.03,Tractor,Volvo,RVS UTC Central US RGN,Ready,2013,786102,VNL64T 670,,CUMM,Diesel,231,3.55,3,10,295/75R22.5  R280,295/75R 22.5 M720,WHITE,Central US,Retail,Little Rock,,40000,13200,450,1800,850000,IN LINE
8071,Q4,2020,NEW,41900,43000,1.026252983,26313.56,Truck,Freightliner,RVS UTC EAST REGION,Ready,2012,14521,M2 106,,CUMM,Diesel,255,5.29,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,BLACK,Northeastern US,Retail,Baltimore DC,,17500,10000,240,2300,240000,IN LINE
8072,Q4,2020,NEW,11999,11399,0.949995833,11324.59,Tractor,International,RVS UTC EAST REGION,Validated,2012,86000,8600,,INTL,Diesel,146,3.58,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,SOUTH US,Retail,Atlanta,,23000,12000,330,1700,700000,IN LINE
8073,Q4,2020,NEW,26265,24500,0.932800305,25885.85,Truck,International,RVS UTC EAST REGION,Validated,2011,140808,4300,,INTL,Diesel,272,5.13,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Northeastern US,Retail,Philadelphia,,19000,10000,230,2200,240000,IN LINE
8074,Q4,2020,NEW,23302,21000,0.901210197,17467.06,Truck,Isuzu,RVS UTC EAST REGION,Ready,2011,102555,NPR HD,,ISUZ,Diesel,150,4.55,2,6,LT215/85R 16P R250,LT215/85R 16P R250,WHITE,Central US,Retail,Milwaukee,,14550,6830,205,2400,200000,IN LINE
8075,Q4,2020,NEW,40900,41400,1.012224939,24652.95,Truck,Freightliner,RVS UTC EAST REGION,Ready,2012,27124,M2 106,,CUMM,Diesel,270,5.29,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Northeastern US,Retail,Boston,,17500,10000,240,2300,240000,IN LINE
8076,Q4,2020,NEW,23088,23589,1.021699584,19190.32,Truck,Isuzu,RVS UTC EAST REGION,Ready,2012,133243,NPR HD,,ISUZ,Diesel,150,4.55,2,6,LT215/85R 16P R250,LT215/85R 16P R250,WHITE,Western US,Retail,Modesto,,14550,6830,215,2500,200000,IN LINE
8077,Q4,2020,NEW,41539,39308,0.946291437,35334.77,Tractor,Volvo,RVS UTC Central US RGN,Ready,2013,445031,VNL64T 670,,CUMM,Diesel,213,3.55,3,10,295/75R22.5  R280,295/75R 22.5 M726EL,WHITE,Western US,Retail,Modesto,,40000,13200,450,2100,850000,IN LINE
8078,Q4,2020,NEW,41407,40163,0.969956771,34550.75,Tractor,Volvo,RVS UTC Central US RGN,Ready,2013,447776,VNL64T 670,,CUMM,Diesel,213,3.55,3,10,295/75R22.5  R280,295/75R 22.5 M726EL,WHITE,SOUTH US,Retail,Jacksonville,,40000,13200,450,2100,850000,IN LINE
8079,Q4,2020,NEW,38658,35661,0.922474003,34931.19,Tractor,Volvo,RVS UTC Central US RGN,Ready,2013,505044,VNL64T 670,,CUMM,Diesel,213,3.55,3,10,295/75R22.5  R280,295/75R 22.5 M726EL,WHITE,Central US,Retail,Little Rock,,40000,13200,450,2100,850000,IN LINE
8080,Q4,2020,USED,59777,53800,0.90001171,53500,Tractor,Kenworth,RVS UTC Central US RGN,Validated,2016,25,T-680,Auto,PACC,Diesel,0,0,,,,,,Central US,Retail,Bloomington,0,,,455,1600,850000,IN LINE
8081,Q4,2020,USED,52777,47500,0.900013263,45000,Tractor,Kenworth,RVS UTC EAST REGION,Validated,2016,295199.4386,T-680,Auto,PACC,Diesel,0,0,,,,,,SOUTH US,Retail,Charlotte,0,,,455,1600,850000,IN LINE
8082,Q4,2020,USED,59777,53800,0.90001171,51500,Tractor,Kenworth,RVS UTC Central US RGN,Validated,2016,295199.4386,T-680,Auto,PACC,Diesel,0,0,,,,,,Central US,Retail,Bloomington,0,,,455,1600,850000,IN LINE
8083,Q4,2020,USED,59777,53800,0.90001171,53000,Tractor,Kenworth,RVS UTC Central US RGN,Validated,2016,25,T-680,Auto,PACC,Diesel,0,0,,,,,,Central US,Retail,Bloomington,0,,,455,1600,850000,IN LINE
8084,Q4,2020,USED,59777,53800,0.90001171,53000,Tractor,Kenworth,RVS UTC Central US RGN,Validated,2016,295199.4386,T-680,Auto,PACC,Diesel,0,0,,,,,,Central US,Retail,Bloomington,0,,,455,1600,850000,IN LINE
8085,Q4,2020,USED,59777,53800,0.90001171,51500,Tractor,Kenworth,RVS UTC Central US RGN,Validated,2016,25,T-680,Auto,PACC,Diesel,0,0,,,,,,Central US,Retail,Bloomington,0,,,455,1600,850000,IN LINE
8086,Q4,2020,USED,52777,47500,0.900013263,45000,Tractor,Kenworth,RVS UTC EAST REGION,Validated,2016,295199.4386,T-680,Auto,PACC,Diesel,0,0,,,,,,SOUTH US,Retail,Charlotte,0,,,455,1600,850000,IN LINE
8087,Q4,2020,USED,20905,20905,1,21750,Tractor,Volvo,RVS UTC Western US REGION,Validated,2015,295199.4386,VNL64T-780,Auto,VOLV,Diesel,0,0,,,,,,Western US,Fleet,Missoula,0,,,425,1750,850000,IN LINE
8088,Q4,2020,USED,29405,29405,1,26000,Tractor,Volvo,RVS UTC Western US REGION,Validated,2016,295199.4386,VNL64T-780,Auto,VOLV,Diesel,0,0,,,,,,Western US,Fleet,Missoula,0,,,425,1750,850000,IN LINE
8089,Q4,2020,USED,20905,20905,1,19250,Tractor,Volvo,RVS UTC Western US REGION,Validated,2015,295199.4386,VNL64T-780,Auto,VOLV,Diesel,0,0,,,,,,Western US,Fleet,Missoula,0,,,425,1750,850000,IN LINE
8090,Q4,2020,USED,26405,26405,1,25000,Tractor,Volvo,RVS UTC Western US REGION,Validated,2016,295199.4386,VNL64T-780,Auto,VOLV,Diesel,0,0,,,,,,Western US,Fleet,Missoula,0,,,425,1750,850000,IN LINE
8091,Q4,2020,USED,29405,29405,1,26000,Tractor,Volvo,RVS UTC Western US REGION,Validated,2016,295199.4386,VNL64T-780,Auto,VOLV,Diesel,0,0,,,,,,Western US,Fleet,Missoula,0,,,425,1750,850000,IN LINE
8092,Q4,2020,USED,29405,29405,1,25000,Tractor,Volvo,RVS UTC Western US REGION,Validated,2016,295199.4386,VNL64T-780,Auto,VOLV,Diesel,0,0,,,,,,Western US,Fleet,Missoula,0,,,425,1750,850000,IN LINE
8093,Q4,2020,USED,34405,34405,1,24500,Tractor,Volvo,RVS UTC Western US REGION,Validated,2016,295199.4386,VNL64T-780,Auto,DETR,Diesel,0,0,,,,,,Western US,Fleet,Missoula,0,,,425,2100,850000,IN LINE
8094,Q4,2020,USED,36405,36405,1,25500,Tractor,Volvo,RVS UTC Western US REGION,Validated,2016,295199.4386,VNL64T-780,Auto,DETR,Diesel,0,0,,,,,,Western US,Fleet,Missoula,0,,,425,2100,850000,IN LINE
8095,Q4,2020,USED,34405,34405,1,25500,Tractor,Volvo,RVS UTC Western US REGION,Validated,2016,295199.4386,VNL64T-780,Auto,DETR,Diesel,0,0,,,,,,Western US,Fleet,Missoula,0,,,425,2100,850000,IN LINE
8096,Q4,2020,USED,29405,29405,1,24000,Tractor,Volvo,RVS UTC Western US REGION,Validated,2016,295199.4386,VNL64T-780,Auto,DETR,Diesel,0,0,,,,,,Western US,Fleet,Missoula,0,,,425,2100,850000,IN LINE
8097,Q4,2020,USED,26405,26500,1.003597803,23000,Tractor,Volvo,RVS UTC Western US REGION,Validated,2016,295199.4386,VNL64T-780,Auto,DETR,Diesel,0,0,,,,,,Western US,Fleet,Missoula,0,,,425,2100,850000,IN LINE
8098,Q4,2020,USED,36405,36500,1.002609532,25750,Tractor,Volvo,RVS UTC Western US REGION,Validated,2016,295199.4386,VNL64T-780,Auto,DETR,Diesel,0,0,,,,,,Western US,Fleet,Missoula,0,,,425,2100,850000,IN LINE
8099,Q4,2020,USED,29405,29405,1,24000,Tractor,Volvo,RVS UTC Western US REGION,Validated,2016,295199.4386,VNL64T-780,Auto,DETR,Diesel,0,0,,,,,,Western US,Fleet,Missoula,0,,,425,2100,850000,IN LINE
8100,Q4,2020,USED,36405,36405,1,26750,Tractor,Volvo,RVS UTC Western US REGION,Validated,2016,295199.4386,VNL64T-780,Auto,DETR,Diesel,0,0,,,,,,Western US,Fleet,Missoula,0,,,425,2100,850000,IN LINE
8101,Q4,2020,USED,36405,36405,1,25750,Tractor,Volvo,RVS UTC Western US REGION,Validated,2016,295199.4386,VNL64T-780,Auto,DETR,Diesel,0,0,,,,,,Western US,Fleet,Missoula,0,,,425,2100,850000,IN LINE
8102,Q4,2020,USED,36405,36405,1,24500,Tractor,Volvo,RVS UTC Western US REGION,Validated,2016,295199.4386,VNL64T-780,Auto,DETR,Diesel,0,0,,,,,,Western US,Fleet,Missoula,0,,,425,2100,850000,IN LINE
8103,Q4,2020,USED,34405,34405,1,24000,Tractor,Volvo,RVS UTC Western US REGION,Validated,2016,295199.4386,VNL64T-780,Auto,DETR,Diesel,0,0,,,,,,Western US,Fleet,Missoula,0,,,425,2100,850000,IN LINE
8104,Q4,2020,USED,34405,34405,1,25000,Tractor,Volvo,RVS UTC Western US REGION,Validated,2016,295199.4386,VNL64T-780,Auto,DETR,Diesel,0,0,,,,,,Western US,Fleet,Missoula,0,,,425,2100,850000,IN LINE
8105,Q4,2020,USED,2500,2500,1,2750,Truck,Ford,RVS UTC Western US REGION,Validated,2008,295199.4386,F-150,Auto,FORD,Diesel,0,0,,,,,,Western US,Fleet,Missoula,0,,,248,4750,120000,IN LINE
8106,Q4,2020,USED,18333,16500,0.900016364,16000,Tractor,Volvo,RVS UTC Central US RGN,Validated,2012,295199.4386,VNL64T 670,Auto,CUMM,Diesel,0,0,,,,,,Central US,Retail,Bloomington,0,,,500,2000,850000,IN LINE
8107,Q4,2020,USED,18333,16500,0.900016364,16250,Tractor,Volvo,RVS UTC Central US RGN,Validated,2012,295199.4386,VNL64T 670,Auto,VOLV,Diesel,0,0,,,,,,Central US,Retail,Bloomington,0,,,500,1750,850000,IN LINE
8108,Q4,2020,USED,20000,18500,0.925,16750,Tractor,Freightliner,RVS UTC Central US RGN,Validated,2011,295199.4386,CASCADIA,Manual,DETR,Diesel,0,0,,,,,,Central US,Retail,Bloomington,0,,,475,1800,850000,IN LINE
8109,Q4,2020,USED,6500,6500,1,6500,Tractor,Kenworth,RVS UTC Western US REGION,Validated,1996,295199.4386,T800,Manual,CUMM,Diesel,0,0,,,,,,Western US,Fleet,Missoula,,,,350,1600,800000,IN LINE
8110,Q4,2020,USED,6000,6000,1,5750,Tractor,Kenworth,RVS UTC Western US REGION,Validated,1994,295199.4386,T800,Manual,CUMM,Diesel,0,0,,,,,,Western US,Fleet,Missoula,,,,350,1600,800000,IN LINE
8111,Q4,2020,USED,6005,5405,0.900083264,2850,Truck,MITS,RVS UTC EAST REGION,Validated,2010,295199.4386,FK260,Auto,,Other,0,0,,,,,,Northeastern US,Retail,Boston,,,,,,,
8112,Q4,2020,USED,27222,24500,0.900007347,23500,Tractor,Freightliner,RVS UTC Central US RGN,Validated,2013,295199.4386,CASCADIA,Manual,DETR,Diesel,0,0,,,,,,Central US,Retail,Bloomington,,,,505,1800,850000,IN LINE
8113,Q4,2020,USED,27222,24500,0.900007347,23000,Tractor,Freightliner,RVS UTC Central US RGN,Validated,2012,295199.4386,CASCADIA,Manual,DETR,Diesel,0,0,,,,,,Central US,Retail,Bloomington,,,,370,1800,750000,IN LINE
8114,Q4,2020,NEW,35572,28250,0.794163949,17369.89,Tractor,Freightliner,RVS UTC EAST REGION,Ready,2007,174084,COLUMBIA 120,,DETR,Diesel,169,3.73,3,10,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Western US,Retail,Dallas,11+,40000,12000,455,1800,700000,IN LINE
8115,Q4,2020,NEW,25805,26055,1.009688045,29635.51,Tractor,Freightliner,RVS UTC EAST REGION,Validated,2012,751112,CASCADIA 125,,DETR,Diesel,204,2.64,3,10,295/75R 22.5 R287A,295/75R 22.5 M720,WHITE,Western US,Retail,Denver,7,40000,12000,450,1800,750000,IN LINE
8116,Q4,2020,NEW,33381,28966,0.867739133,33101.76,Truck,HINO,RVS UTC EAST REGION,Ready,2011,250913,HINO 268,,HINO,Diesel,235,5.57,2,6,P255/70R 16,255/70R 22.5 M726,RED.,Western US,Retail,Modesto,7,19000,10000,250,2500,280000,IN LINE
8117,Q4,2020,NEW,26052,24811,0.952364502,25672.78,Truck,International,RVS UTC EAST REGION,Validated,2011,149968,4300,,INTL,Diesel,236,5.29,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Western US,Retail,Seattle,7,19000,10000,230,2200,240000,IN LINE
8118,Q4,2020,NEW,26355,24214.66,0.918788086,23118.72,Truck,International,RVS UTC EAST REGION,Validated,2011,99797,4300,,INTL,Diesel,272,6.43,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Northeastern US,Retail,Philadelphia,8,19000,10000,215,2600,240000,IN LINE
8119,Q4,2020,NEW,48750,36500,0.748717949,39983.76,Tractor,Volvo,RVS UTC Central US RGN,Ready,2013,455716,VNL64Tractor,,CUMM,Diesel,213,3.55,3,10,295/75R22.5  R280,295/75R 22.5 M726EL,WHITE,Central US,Retail,Bloomington,,40000,13200,450,2100,850000,IN LINE
8120,Q4,2020,NEW,36528,36600,1.001971091,37109.84,Tractor,Freightliner,RVS UTC Central US RGN,Ready,2012,706000,CASCADIA 125,Manual,DETR,Diesel,220,3.55,3,10,295/75R22.5  R280,295/75R 22.5 M720,WHITE,Central US,Retail,New Orleans,7,40000,12000,505,1800,850000,IN LINE
8121,Q4,2020,NEW,38896,36952,0.950020568,28230,Tractor,Freightliner,RVS UTC EAST REGION,Ready,2012,230187,CASCADIA 125,Manual,DETR,Diesel,185,3.55,3,10,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Central US,Retail,Greenwood,7,40000,12000,450,1800,750000,IN LINE
8122,Q4,2020,NEW,38403,36483,0.950003906,30954.19,Tractor,Freightliner,RVS UTC EAST REGION,Ready,2012,254845,CASCADIA 125,Manual,DETR,Diesel,185,3.55,3,10,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Central US,Retail,Chicago,7,40000,12000,450,1800,750000,IN LINE
8123,Q4,2020,NEW,36462,47634,1.306401185,35883.17,Tractor,Freightliner,RVS UTC EAST REGION,On the Road,2012,251888,M2 112,Auto,CUMM,CNG,185,6.14,3,10,295/75R22.5  R280,295/75R 22.5 M726EL,WHITE,Western US,Auction,Golden,7,40000,14700,320,2000,120000,IN LINE
8124,Q4,2020,NEW,39650,48010,1.210844893,37412.08,Tractor,Freightliner,RVS UTC EAST REGION,On the Road,2012,192525,M2 112,Auto,CUMM,CNG,185,6.14,3,10,295/75R22.5  R280,295/75R 22.5 M726EL,WHITE,Western US,Auction,Golden,7,40000,14700,320,2000,120000,IN LINE
8125,Q4,2020,NEW,39097,47063,1.203749648,35644.01,Tractor,Freightliner,RVS UTC EAST REGION,On the Road,2012,220151,M2 112,Auto,CUMM,CNG,185,6.14,3,10,295/75R22.5  R280,295/75R 22.5 M726EL,WHITE,Western US,Auction,Pueblo,6,40000,14700,320,2000,120000,IN LINE
8126,Q4,2020,NEW,37942,43965,1.158742291,36482.03,Tractor,Freightliner,RVS UTC EAST REGION,On the Road,2012,277901,M2 112,Auto,CUMM,CNG,185,6.14,3,10,295/75R22.5  R280,295/75R 22.5 M726EL,WHITE,Western US,Auction,Pueblo,7,40000,14700,320,2000,120000,IN LINE
8127,Q4,2020,NEW,20999,25000,1.190532883,23578.39,Tractor,International,RVS UTC EAST REGION,On the Road,2012,286240,PRO LF687,,INTL,Diesel,175,3.36,3,10,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Other,Auction,Auction Sales,7,40000,12000,430,1700,850000,IN LINE
8128,Q4,2020,NEW,21090,4000,0.189663348,28009.18,Truck,International,RVS UTC EAST REGION,As Is,2012,166984,4300,Auto,INTL,Diesel,272,5.13,2,6,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Western US,Retail,Modesto,7,19000,10000,230,2200,240000,IN LINE
8129,Q4,2020,NEW,17401,9775,0.561749325,17121.08,Truck,Isuzu,RVS UTC EAST REGION,Ready,2011,173262,NPR HD,Auto,ISUZ,Diesel,150,4.55,2,6,LT215/85R 16P R250,LT215/85R 16P R250,WHITE,Northeastern US,Fleet,Springfield,7,14550,6830,205,2400,200000,IN LINE
8130,Q4,2020,NEW,37849,35500,0.937937594,29710,Tractor,Freightliner,RVS UTC Central US RGN,Ready,2012,332552,CASCADIA 125,Manual,DETR,Diesel,185,3.55,3,10,295/75R22.5 R260F,295/75R 22.5 M726EL,WHITE,Central US,Retail,New Orleans,7,40000,12000,488,1800,850000,IN LINE
8131,Q4,2020,NEW,9756,4500,0.461254613,13460.49,Truck,Ford,RVS UTC EAST REGION,As Is,2011,193592,F550,Auto,FORD,Diesel,201,4.88,2,6,225/70R 19.5,225/70R 19.5,WHITE,SOUTH US,Retail,Atlanta,7,13660,7000,390,2800,240000,IN LINE
8132,Q4,2020,NEW,17332,4500,0.259635357,22401.98,Truck,Ford,RVS UTC EAST REGION,As Is,2015,147250,F550,Auto,FORD,Diesel,165,4.88,2,6,LT225/70R 19.5F,LT225/70R 19.5F,WHITE,Western US,Retail,Houston,4,13660,7000,300,2800,240000,IN LINE
8133,Q4,2020,NEW,21098,19650,0.931367902,20458.79,Truck,Peterbilt,RVS UTC Central US RGN,Validated,2014,164560,2500 VAN,,MERC,Diesel,170,3.92,2,4,LT245/75R16E/10PR,LT245/75R16E/10PR,WHITE,Central US,Retail,Minnesota St Paul,4,5360,3970,161,3800,200000,IN LINE
8134,Q4,2020,NEW,23831,22841,0.958457471,20980.04,Truck,Mack,RVS UTC Central US RGN,Validated,2014,83771,F2CA170,Auto,MERC,Diesel,170,3.92,2,4,LT245/75R16E/10PR,LT245/75R16E/10PR,WHITE,Central US,Retail,Chicago,4,5360,3970,161,3800,200000,IN LINE
8135,Q4,2020,NEW,24900,21500,0.863453815,19139,Truck,Ford,RVS UTC Central US RGN,Validated,2015,118714,F350,Auto,FORD,Unleaded,176,4.1,2,4,LT225/75R-16E,LT225/75R-16E,WHITE,Western US,Retail,Seattle,4,8500,5000,350,2500,120000,V TYPE
8136,Q4,2020,NEW,23941,22000,0.918925692,21227.59,Truck,Mack,RVS UTC EAST REGION,Validated,2014,79431,F2CA170,Auto,MERC,Diesel,170,3.92,2,4,LT245/75R16E/10PR,LT245/75R16E/10PR,WHITE,SOUTH US,Retail,Tampa,4,5360,3970,161,3800,200000,IN LINE
8137,Q4,2020,NEW,19348,10200,0.527186273,18069.31,Truck,Isuzu,RVS UTC Central US RGN,Ready,2014,210113,NPR HD,Auto,ISUZ,Diesel,150,4.55,2,6,LT215/85R 16P M779,LT215/85R 16P M779,WHITE,Central US,Fleet,Cleveland,4,11020,6830,215,2500,200000,IN LINE
8138,Q4,2020,NEW,40113,35750,0.891232269,38690.08,Tractor,Freightliner,RVS UTC EAST REGION,Validated,2016,761422,CASCADIA 125,Manual,CUMM,Diesel,228,2.64,3,10,295/75R22.5 R283,295/75R 22.5 (M710),BLACK,Northeastern US,Fleet,Philadelphia,3,40000,12000,450,1800,850000,IN LINE
8139,Q4,2020,NEW,41945,37250,0.888067708,40474.23,Tractor,Freightliner,RVS UTC EAST REGION,Validated,2016,726639,CASCADIA 125,Manual,CUMM,Diesel,228,2.64,3,10,295/75R22.5 R283,295/75R 22.5 (M710),BLACK,Northeastern US,Fleet,Philadelphia,3,20000,12000,450,1800,850000,IN LINE
8140,Q4,2020,NEW,44331,40301,0.90909296,43310.18,Tractor,Freightliner,RVS UTC EAST REGION,Validated,2016,674135,CASCADIA 125,Manual,CUMM,Diesel,228,2.64,3,10,295/75R22.5 R283,295/75R 22.5 (M710),BLACK,Northeastern US,Retail,Boston,3,20000,12000,450,1800,850000,IN LINE
8141,Q4,2020,NEW,38153,34000,0.891148796,37336.33,Tractor,Freightliner,RVS UTC EAST REGION,Validated,2016,782483,CASCADIA 125,Manual,CUMM,Diesel,228,2.64,3,10,295/75R22.5 R283,295/75R 22.5 (M710),BLACK,Northeastern US,Fleet,Boston,3,40000,12000,450,1800,850000,IN LINE
8142,Q4,2020,NEW,46750,37000,0.79144385,34973.6,Truck,Isuzu,RVS UTC Western US REGION,Ready,2016,84611,NRR,Auto,ISUZ,Diesel,109,5.57,2,6,225/70R 19.5 M895,225/70R 19.5 M895,WHITE,Western US,Fleet,Golden,2,14550,7275,215,2500,200000,IN LINE
8143,Q4,2020,USED,40027,36250,0.905638694,14817.66,Truck,Freightliner,RVS UTC Western US REGION,Ready,2011,115775,M2 106,Auto,CUMM,Diesel,0,0,,,,,,Western US,Fleet,Golden,7,17500,,215,2400,240000,IN LINE
8144,Q4,2020,NEW,40900,36810,0.9,28099.55,Truck,Freightliner,RVS UTC Western US REGION,Ready,2011,111986,M2 106,Auto,CUMM,Diesel,270,5.13,2,6,295/75R22.5(G395),295/75R 22.5 G395,WHITE,Western US,Retail,Seattle,7,17500,10000,220,2300,240000,IN LINE
8145,Q4,2020,NEW,35082,33000,0.940653327,34083.25,Tractor,Freightliner,RVS UTC EAST REGION,Ready,2011,220905,CASCADIA 113,Manual,DETR,Diesel,178,3.58,3,10,295/75R22.5(G395),295/75R22.4 G372A,WHITE,Western US,Retail,Golden,7,40000,12000,450,1800,750000,IN LINE
8146,Q4,2020,USED,38350,25500,0.664928292,21801.66,Truck,Freightliner,RVS UTC Western US REGION,Ready,2010,176287,M2 106,Auto,CUMM,Diesel,0,0,,,,,,Western US,Fleet,Pueblo,7,17500,,215,2400,280000,IN LINE
8149,Q4,2020,USED,29907,27000,0.902798676,13805.4,Tractor,Freightliner,RVS UTC EAST REGION,Ready,2010,329637,CASCADIA 125,Manual,DETR,Diesel,0,0,3,10,,,WHITE,Western US,Retail,Flagstaff,7,40000,,350,1800,700000,IN LINE
8150,Q4,2020,USED,23712,26712,1.126518219,14822,Truck,International,RVS UTC EAST REGION,Validated,2011,128429,4300,Auto,INTL,Diesel,232,0,2,6,,295 75R 22.5 (BTT),WHITE,Western US,Retail,Modesto,8,17500,10000,225,2300,240000,IN LINE
8151,Q4,2020,USED,21675,21675,1,6972.37,Truck,Freightliner,RVS UTC EAST REGION,Validated,2006,155478,M2 106,Auto,MERC,Diesel,0,0,,,,,,SOUTH US,Retail,Tampa,11+,2600,10000,210,2300,240000,IN LINE
8152,Q4,2020,USED,14087,7605,0.539859445,7849.64,Truck,Freightliner,RVS UTC EAST REGION,Validated,2006,340520,M2 106,Auto Shift,MERC,Diesel,0,0,,,,,,SOUTH US,Fleet,South Florida,11+,2600,10000,210,2300,280000,IN LINE
8153,Q4,2020,USED,1939,1000,0.515729758,436.2,Truck,Chevy,RVS UTC Western US REGION,As Is,1999,252345,CK1500,Auto,,Other,0,0,2,4,,,WHITE,Western US,Retail,Kansas City,11+,2800,,,,,
8154,Q4,2020,USED,61111,55000,0.900001636,53500,Tractor,Kenworth,RVS UTC EAST REGION,Validated,2016,295199.4386,T-680,Auto,PACC,Diesel,0,0,,,,,,SOUTH US,Retail,Charlotte,0,,,455,1600,850000,IN LINE
